rewardvalue,mailertype,incomelevel,creditratingvalue,Credit Cards Held,Household Size,Average Balance,Offer Accepted
0,0,0,0,3,1,1113,No
3,0,1,1,1,4,1057,No
3,1,1,2,3,3,175.5,No
3,0,0,2,2,4,1182.75,No
3,1,1,0,1,2,921.75,No
1,0,3,1,1,3,1016.5,No
0,1,0,0,1,6,1371.25,No
3,0,1,0,1,5,1064.5,No
0,1,0,1,2,1,926.5,No
0,1,1,0,1,3,1104.5,No
0,0,3,2,2,4,692.25,No
1,1,1,0,1,4,715.75,No
3,0,0,1,3,6,887,No
1,0,1,0,3,2,693.75,No
1,0,1,1,1,5,677,No
0,0,1,1,2,4,1329.5,No
3,1,3,2,3,3,1208.5,No
0,1,1,1,1,3,1021.5,No
3,1,1,1,1,3,1007,No
1,1,0,0,1,4,904.25,No
0,0,1,2,2,2,1312.5,No
3,1,1,1,3,3,1125,No
1,0,1,2,1,5,1229.5,No
3,1,0,1,1,3,731.5,No
0,0,3,0,1,3,278.75,No
0,0,1,2,2,3,182.75,No
1,0,1,1,3,2,949,No
1,1,1,1,2,4,1252.5,No
3,1,1,1,1,2,1148.5,No
3,1,3,1,2,4,144.25,No
0,0,0,1,3,4,1172,No
0,0,3,0,2,3,220.25,No
1,1,1,2,2,1,949.25,No
0,1,0,1,1,3,1315.25,Yes
0,0,1,2,4,2,1279.5,No
0,0,3,1,2,5,1151,Yes
3,1,3,2,1,3,1037.5,No
0,0,3,0,2,3,886.75,Yes
1,0,1,1,1,5,768.75,No
1,1,3,1,2,4,1055.25,No
0,0,1,2,1,1,942.75,No
0,1,1,2,2,2,1243.25,No
3,1,3,2,2,3,665.75,No
0,0,0,2,1,2,1732,No
1,1,1,0,2,3,736.5,No
1,0,1,2,1,3,967.75,No
1,1,1,0,3,2,883.75,No
1,1,1,1,3,5,1733.25,No
3,0,0,1,2,2,803.75,No
0,1,1,1,1,3,647,No
3,0,1,0,1,2,1235.5,No
3,1,1,1,3,4,843,No
1,0,3,2,2,5,1131.25,No
1,1,1,0,1,4,1111.25,No
3,0,1,0,1,3,1154.25,No
3,1,1,1,1,2,975.75,No
3,1,3,1,1,2,1033.5,Yes
0,1,0,2,1,2,1100.75,No
0,0,1,2,2,1,1181.25,No
1,1,1,1,2,6,294,No
1,0,1,1,3,3,1131.5,No
3,0,0,1,1,3,1061.5,No
0,0,1,0,3,4,770.75,No
1,1,0,2,3,3,1169.75,No
1,0,1,2,1,4,239.5,No
3,1,0,1,2,5,261.75,No
1,0,1,1,2,4,1029.25,No
1,1,3,1,2,4,885,No
0,1,3,0,3,2,1197.75,Yes
3,0,1,0,1,3,861.75,No
0,1,1,1,3,3,1235.5,Yes
3,0,0,0,3,3,321.5,Yes
0,0,1,2,2,3,1243.75,No
0,1,1,0,3,3,1143.5,Yes
1,0,1,0,1,5,1168.25,No
0,0,1,1,2,3,1214.5,No
3,1,0,0,3,3,727,No
1,1,1,0,3,4,1075,No
3,1,3,0,3,4,1032.75,No
3,1,1,0,3,4,1046.75,No
0,1,1,0,1,3,928,No
0,1,0,2,2,4,174.25,No
1,0,3,0,1,1,985.5,No
0,1,1,1,1,4,903.75,No
0,1,0,2,2,4,843.25,No
3,1,1,0,3,4,1150,No
0,0,1,2,2,4,1033.25,No
3,1,3,2,3,5,1241.75,No
0,1,0,0,2,3,343.5,No
3,0,0,0,4,3,1205.25,No
1,0,3,0,1,4,967,No
3,1,1,1,2,1,1541.25,No
0,0,1,0,1,4,794.5,No
1,1,0,2,3,6,1276,No
3,1,1,2,2,3,1200.5,No
1,0,0,1,1,4,902.75,No
0,1,1,2,2,3,810,No
0,1,3,0,2,3,1034.25,Yes
1,0,0,0,1,4,1056,No
3,0,0,0,2,3,913.25,No
0,0,0,2,2,4,391.5,No
0,0,0,0,2,6,1045,Yes
1,1,1,2,1,2,117.75,No
0,0,1,0,3,3,748.75,No
1,0,1,0,2,3,200,No
0,1,1,2,2,4,162.75,No
3,1,3,2,2,3,888,No
0,0,0,1,3,2,1019.5,No
1,1,3,0,2,4,369.75,No
3,0,1,0,3,3,1311.75,No
1,0,1,2,2,3,1233,No
1,0,0,2,3,1,1796.75,No
3,1,1,1,3,4,978,No
3,0,3,1,3,4,1007.5,No
3,0,1,0,2,5,289.25,No
3,1,1,1,2,4,952.5,No
0,1,0,1,4,3,201.5,No
1,1,1,1,1,3,179,No
3,1,0,2,1,5,740.75,No
1,0,1,0,1,5,1016.75,No
1,0,1,2,2,3,1085.5,No
1,0,1,0,1,4,736,No
3,0,0,0,1,3,698.25,No
3,0,0,1,1,4,1926.25,No
3,1,1,1,3,3,1048,No
3,0,0,2,1,2,1007.75,No
3,1,0,2,3,3,748.25,No
3,1,1,1,2,2,1262.75,No
1,1,1,1,1,4,1088.5,No
3,1,1,0,1,4,1334,No
1,1,1,2,2,2,995,No
0,0,1,2,3,3,197.25,No
1,1,1,1,2,3,1116.75,No
0,0,1,2,2,5,377,No
1,1,1,1,3,2,245.75,No
3,0,1,1,1,2,1197,No
3,1,1,2,2,3,673,No
0,1,0,2,3,5,1074.5,No
0,0,0,0,1,3,1148.75,No
1,1,1,2,2,3,776.25,No
0,0,0,1,3,5,908.75,No
3,0,3,0,2,3,1155,No
3,1,0,0,1,3,946.5,No
3,1,1,0,1,4,776.75,Yes
3,0,0,2,1,3,1401.25,No
0,0,0,2,2,4,1148.25,No
1,1,0,0,4,2,992,No
1,1,1,0,1,2,920.75,No
1,1,1,2,2,4,902.25,No
0,1,3,0,3,4,563.5,No
3,1,3,2,2,5,1079.5,No
3,0,1,2,1,5,1093,No
1,0,1,1,3,2,1241.25,No
1,0,3,0,2,3,1325.25,No
3,1,3,0,1,2,1473.25,No
3,1,1,2,1,3,1235.25,No
1,1,1,2,3,3,1437.75,No
1,0,1,2,1,2,1389.75,No
0,1,3,1,2,2,847.75,No
3,0,3,1,3,3,302.25,No
1,0,0,2,3,3,169,No
1,0,3,0,2,3,1028.75,No
1,1,0,1,1,2,801.5,No
1,0,1,1,2,2,1103,No
1,0,3,0,1,3,214.25,No
0,1,1,0,2,2,231,No
1,1,0,0,3,4,876,No
0,0,3,2,4,2,195.25,No
3,1,1,1,1,4,233.25,No
1,0,3,1,1,3,989,No
1,0,3,2,2,4,888.75,No
1,0,1,0,1,2,964.5,No
1,0,0,2,1,3,1056.75,No
0,1,0,1,2,3,615,No
3,0,0,0,2,2,1411.5,No
0,0,1,2,3,4,1814.75,No
0,0,0,0,1,4,825.25,No
3,0,0,2,1,4,646.5,No
3,1,3,1,1,5,907,No
0,1,0,2,2,3,958.75,No
3,0,1,1,1,3,1232.75,No
3,1,3,1,2,4,811.5,No
0,0,1,1,3,5,955.25,No
3,0,1,1,2,4,1297.75,No
3,1,1,2,1,3,1299.25,No
0,0,0,1,3,4,1277.75,No
1,0,0,0,3,2,314,No
3,0,0,0,2,4,243,No
3,1,3,1,1,4,1028.25,Yes
3,1,1,2,1,2,1298,No
0,1,1,1,1,1,1126.5,No
0,1,0,2,1,4,1158.75,No
0,0,1,0,4,3,808.5,No
0,1,0,2,1,1,1022,No
3,0,1,1,2,4,1242.5,No
0,1,0,2,2,3,892.5,Yes
0,0,3,0,1,3,906,No
0,0,0,1,3,4,947,No
3,0,3,2,1,3,673.25,No
1,1,3,1,3,2,783.5,No
1,0,3,2,1,5,87.25,No
1,0,0,0,3,5,772.75,No
1,1,1,1,3,4,1103.75,No
1,0,0,1,3,3,1105.25,No
1,1,1,2,2,5,1197.5,No
1,1,3,0,2,4,1104,No
3,0,1,0,1,5,1081.25,No
3,1,1,2,1,4,962.75,No
1,1,3,2,2,4,1221,No
1,1,1,2,3,4,977.5,No
0,0,3,1,1,4,1054.25,No
3,0,3,1,1,1,850,No
0,0,0,0,3,2,873.5,Yes
1,1,3,2,2,3,1106.25,No
1,0,0,2,1,6,737.75,No
0,1,3,0,3,2,1188.5,No
1,1,3,0,1,2,1259.75,No
3,1,0,1,2,3,1248.75,No
0,1,1,0,2,3,1158.5,No
1,1,1,0,2,4,171.25,No
1,0,0,0,2,3,1415,No
1,0,3,2,1,5,910.25,No
0,0,3,2,3,3,1006.5,No
1,0,0,1,2,4,808.25,No
1,0,0,1,2,4,1352,No
1,0,1,0,3,3,1545,No
0,0,1,0,1,5,1089.75,No
0,1,3,0,1,4,1157,No
1,1,3,1,2,4,858,No
3,1,3,0,1,6,1192.25,No
3,1,0,0,2,1,1012.75,No
0,0,0,2,3,5,1198,No
1,1,0,2,3,5,724.25,No
1,0,1,2,3,3,359.25,No
3,0,1,0,2,3,908.75,No
1,1,0,2,2,4,776,No
3,0,1,0,1,1,1005,No
0,1,0,1,1,3,1142,No
0,0,3,0,3,5,282.5,No
0,0,3,2,2,3,1085.75,No
0,1,1,0,3,4,946.25,No
3,1,3,0,3,2,1085.75,No
0,1,0,2,3,5,1265.5,No
0,1,3,2,1,5,1046.25,No
1,0,0,1,1,5,995.25,No
0,1,1,2,2,2,818.75,No
3,0,1,2,3,3,924.5,No
0,0,3,2,2,4,765,No
0,1,1,1,1,6,1353.25,No
3,0,0,1,1,3,1046.75,No
3,1,0,0,1,4,259.75,No
3,1,1,1,3,3,784.25,No
3,1,1,2,2,3,1034.25,No
1,1,1,0,2,5,757.75,No
0,1,1,2,3,4,1080.25,No
3,0,0,2,3,3,971.25,No
3,1,1,0,1,5,1178.5,Yes
1,1,1,0,3,4,1255,No
3,0,3,0,2,3,916.25,No
1,1,1,1,2,4,1079.5,No
0,1,1,1,2,4,979,No
1,0,1,0,1,4,1114,No
3,0,1,1,1,4,262.75,No
0,1,1,0,2,4,203.75,No
0,0,3,2,1,4,1346.75,No
3,0,3,2,1,4,808.25,No
0,1,0,1,1,4,909.5,No
3,1,3,0,2,5,699.75,No
0,1,1,2,1,3,946,No
1,0,0,0,1,5,1083.5,No
1,0,3,2,1,2,954.75,No
3,1,3,0,1,4,1284.25,No
3,0,0,0,1,3,1163.75,No
0,0,1,0,2,4,675,No
0,1,0,0,2,3,973.5,Yes
3,0,3,1,3,3,1046.5,No
0,1,1,2,2,4,1084.75,No
1,1,1,2,1,5,881.5,No
1,0,3,1,1,2,417.75,No
0,1,0,0,1,5,1118.75,No
1,1,0,1,2,3,1303.75,No
0,0,0,2,2,4,849.25,No
0,0,1,2,3,2,1066.25,No
3,0,1,1,1,2,927.75,No
0,1,3,2,2,3,1038,No
0,1,3,2,3,2,288,No
1,0,1,1,2,2,719.75,No
0,0,0,2,2,4,854.5,No
1,0,1,2,2,6,291.25,No
3,0,1,2,2,1,357.75,No
0,0,1,0,2,3,1039,No
1,1,3,0,2,2,1252,No
0,0,3,1,1,4,1101.5,No
0,1,0,0,2,4,256,No
1,0,3,0,1,5,1468.5,No
0,0,0,1,4,5,712,No
0,0,1,2,2,4,1136.25,No
0,1,1,0,2,4,1331,No
3,0,3,0,3,4,302.25,No
0,1,0,2,3,3,1173.5,No
1,1,0,2,1,3,1052.25,No
3,0,1,1,2,5,1098.5,No
1,1,0,0,2,4,216.25,No
3,1,3,2,2,4,1285,No
0,0,3,0,2,4,1130,No
0,1,0,0,3,3,1101,No
3,1,1,2,1,4,1366.25,No
0,0,1,0,2,2,1065.75,No
3,1,1,0,1,3,1337.5,No
0,1,0,2,2,4,829.25,No
0,1,3,0,3,3,207,No
1,1,1,0,1,2,281.5,No
3,1,0,0,3,4,1155.25,No
0,0,0,0,3,3,943,Yes
3,0,1,2,2,3,981,No
3,0,1,1,1,1,1083.25,No
3,1,1,1,3,4,1055.5,No
1,0,3,1,2,4,846.25,No
1,0,1,0,2,3,1141.75,No
1,1,0,2,1,4,928.25,No
1,1,1,2,2,3,787.5,No
0,1,1,1,3,4,1160.25,No
0,0,1,1,4,4,826,No
3,0,1,2,1,4,824.75,No
3,1,0,0,3,1,1112.25,No
3,1,1,1,1,5,243.25,No
3,0,3,2,3,2,133,No
3,1,0,2,2,4,767.75,No
1,0,1,1,2,2,1143,No
1,0,3,2,2,5,341.5,No
1,0,0,0,2,5,917.25,No
0,0,3,0,2,4,935.75,No
1,0,0,0,3,3,771.75,No
0,1,1,2,2,5,1274.25,No
3,1,0,2,3,4,917.25,No
1,0,3,2,3,4,287.5,No
3,1,1,1,2,3,215.25,Yes
1,0,0,2,1,4,1040,No
0,1,3,2,3,3,683.25,No
0,0,0,0,1,2,882.75,No
1,1,1,1,1,2,1208.25,No
1,0,1,2,2,4,1033,No
0,1,0,2,2,3,968.5,No
1,1,3,2,2,5,938.25,No
1,0,3,1,1,3,1124,No
1,0,1,2,2,2,1201,No
1,1,1,1,1,2,1222.75,No
3,0,3,2,3,3,752.25,No
3,0,1,2,2,2,971,No
3,1,1,2,3,4,291,No
1,1,1,0,1,2,1056.75,No
1,0,0,2,3,5,1280.75,No
3,1,0,0,2,3,1229.75,No
1,1,1,1,3,4,339.5,No
3,0,1,2,2,4,249.75,No
0,0,0,1,2,2,1221.5,No
0,0,0,0,3,3,1057.25,No
1,1,3,2,3,5,1000.75,No
0,0,1,0,1,3,309,No
3,0,0,0,3,4,1217,No
0,0,0,2,2,4,1017.5,No
3,0,0,1,3,2,296.5,No
0,0,1,0,1,3,966.75,No
3,0,3,1,2,3,1095,No
3,1,3,2,1,5,739.5,No
0,1,1,1,1,4,1149,No
3,0,3,0,1,3,1001.5,Yes
3,0,1,1,2,4,1255.5,No
1,0,1,1,1,6,239.75,No
3,1,1,1,2,4,259.25,No
3,1,1,0,2,3,1499,Yes
1,0,0,0,2,4,1134.25,No
1,0,3,0,1,2,1013.25,No
1,1,1,1,1,4,157,No
1,1,1,0,1,3,1119.5,No
3,1,1,0,2,5,1263.25,No
1,0,3,0,2,6,1073,Yes
3,1,1,2,1,5,1035.5,No
3,0,3,1,2,5,1097.25,No
3,0,1,2,1,1,1127.25,No
1,1,0,1,1,2,934,No
0,1,1,1,3,2,173.5,No
3,1,1,1,2,4,1026.75,No
0,1,1,1,1,2,963,No
3,1,1,2,2,3,1150,No
1,1,1,2,1,4,699.25,No
1,1,0,1,1,5,1037.5,No
0,0,1,2,1,6,1022,No
1,0,1,0,3,6,940.5,No
3,0,3,1,2,3,1105.75,No
3,0,3,0,2,4,1280,No
3,0,1,2,2,3,212,No
1,0,1,1,1,1,1012.5,No
1,0,1,2,1,5,204.5,No
3,1,1,0,1,3,993.5,No
0,0,3,0,2,5,1242,Yes
1,0,0,0,2,3,1209.5,No
1,1,1,1,2,2,844.25,No
0,1,3,0,2,3,1035,No
3,1,3,2,1,5,903.5,No
3,0,3,2,3,3,1431.25,No
1,0,1,2,2,2,997,No
3,1,1,0,3,2,1093.5,No
3,1,1,0,2,4,240.25,No
1,1,1,2,2,4,747.25,No
0,1,0,1,2,3,1040.75,No
3,0,0,0,2,4,983.5,No
0,0,1,1,2,3,719.25,No
3,0,3,0,2,5,958,No
3,0,3,2,2,5,847.75,No
3,0,1,2,1,3,1293,Yes
1,0,3,0,3,4,1161,No
0,0,1,1,2,6,1141.75,No
0,0,3,1,2,3,227,No
1,0,0,1,2,5,333.25,No
1,1,3,0,1,4,1126.25,No
3,1,1,1,3,3,910.25,No
0,0,3,2,4,3,714.25,No
0,0,0,2,3,2,1125,No
0,0,1,0,1,4,1105.75,No
0,0,1,2,3,2,1189,No
3,1,1,1,1,5,586.75,No
3,0,1,2,3,2,1024.5,No
3,0,3,1,3,3,1057.75,No
0,1,1,1,3,3,685.75,Yes
3,0,1,2,2,2,972.25,No
3,1,1,1,1,4,954.75,No
3,0,3,1,2,3,1113,No
0,1,0,2,2,3,923.25,No
1,1,1,1,2,2,1234.25,No
3,1,3,0,1,2,670.25,No
0,1,0,2,3,4,370.5,No
3,0,0,2,1,2,1809.75,No
1,1,1,2,1,2,1136.25,No
3,1,3,1,1,3,714.5,No
0,1,1,1,1,2,1234,No
1,0,0,1,1,3,893.75,No
1,1,1,2,2,3,1152.25,No
1,0,0,0,1,3,823,No
1,1,1,0,2,3,1032.75,Yes
1,1,1,2,3,1,951,No
1,0,1,1,2,4,404.75,No
0,0,1,1,2,3,1315,No
3,0,1,0,2,3,1452.5,No
0,1,0,2,4,4,929,Yes
0,1,1,2,2,4,188.25,No
3,1,1,0,3,4,1080.5,No
0,0,3,2,1,2,1198.25,No
3,1,1,2,3,4,173,No
0,1,3,1,2,4,1317.25,No
0,0,3,1,3,4,1244,No
1,0,1,2,1,4,954.25,No
3,0,3,2,3,3,708.75,No
1,1,3,0,3,3,850.5,No
3,0,1,0,2,4,1185.5,No
1,1,3,0,2,3,1057,No
3,0,3,2,2,5,815.75,No
0,1,1,0,1,5,1216.5,No
1,0,0,1,3,4,637,No
1,1,3,2,1,3,1081.25,No
1,1,1,2,2,6,1342,No
3,1,3,2,2,2,1122.75,No
1,1,0,2,2,4,804.25,No
0,0,3,1,2,3,176.75,No
0,0,1,2,3,5,1173.25,No
1,1,0,1,1,4,744,No
3,1,1,2,3,5,1187.75,No
3,1,1,1,2,4,1054,No
3,1,1,0,1,2,987.75,Yes
1,1,0,2,3,6,1064.75,No
0,1,1,0,2,2,849.25,No
3,0,1,1,2,4,830.25,No
0,1,1,0,1,4,1110,No
1,0,3,0,2,3,181,No
0,0,0,2,1,5,981.75,No
0,1,3,0,1,4,1351.75,Yes
0,0,1,2,3,6,320.75,No
0,1,1,1,1,6,905.25,No
0,1,3,1,2,3,705.5,No
0,0,1,2,1,6,1114,No
3,1,1,1,3,4,845,No
0,1,3,1,3,2,1173.5,No
3,1,0,0,1,3,1109.25,No
1,1,3,1,1,3,869,No
1,0,3,1,2,2,919.25,No
3,1,1,0,2,3,879.25,No
0,0,1,1,4,3,1134.25,Yes
3,0,0,1,1,6,1075.5,No
1,1,0,2,3,4,870.5,Yes
3,1,1,2,3,4,1329.25,No
0,1,1,2,2,4,1145.5,No
1,1,3,1,1,2,1197.5,No
1,0,1,0,3,2,1130.5,No
3,0,0,0,1,3,1124.25,No
1,0,3,2,2,3,1002.75,No
3,1,1,1,1,3,1165,No
0,1,1,2,2,3,1148,Yes
3,0,1,2,2,5,1025.75,No
3,1,3,0,3,4,204.25,No
3,0,1,2,2,5,1017.75,No
1,1,1,2,3,5,942,No
3,1,1,1,1,5,1133.5,No
1,0,1,1,3,3,1064.75,No
3,1,3,1,3,3,217.5,No
1,1,3,1,2,3,1056.25,No
0,1,1,2,1,4,734.25,No
0,0,1,2,2,6,712.75,No
3,1,1,2,3,3,866,No
3,1,1,1,1,2,1267.5,No
3,0,1,2,1,3,289.5,No
0,1,0,0,2,5,1016.75,Yes
0,0,0,0,1,2,1175.75,No
1,0,1,2,2,5,786.75,No
0,1,1,0,3,4,969.5,No
0,1,1,0,3,4,797.5,No
0,1,0,0,2,5,927.5,No
1,0,3,0,1,3,882.75,No
3,0,1,0,2,4,832.5,No
3,1,1,1,2,4,1143.5,No
0,1,1,0,1,5,317.5,Yes
1,1,0,2,2,3,882.25,No
0,1,0,2,1,3,1398.5,No
0,0,1,1,2,3,989.25,No
1,1,1,0,2,3,1059,No
0,1,1,1,1,4,942.25,No
3,1,0,2,3,5,933.25,No
0,1,1,1,1,5,1284.25,Yes
0,0,0,1,1,5,237.25,No
3,0,1,0,2,5,1225.25,No
3,1,1,1,2,5,964,No
0,1,1,1,1,2,1087.75,Yes
0,1,0,2,2,2,992.5,No
3,0,3,0,1,4,993.25,No
1,0,1,0,2,2,692.75,No
1,0,1,0,2,3,912,No
1,1,1,1,1,3,1205.25,No
3,1,3,1,1,4,1157.75,No
0,0,1,1,1,4,1048.5,No
0,0,1,2,1,3,1584.25,No
3,0,0,1,3,4,1033.25,No
3,0,3,1,2,4,999.25,No
3,1,1,1,1,4,858,No
1,1,0,1,2,3,224.5,No
1,1,1,1,3,3,788,No
0,0,0,1,1,3,1003.5,No
0,1,0,2,2,4,1000.25,No
0,0,1,2,3,4,859,No
3,1,1,2,1,4,876.5,No
3,0,1,2,2,2,299,No
0,1,3,2,3,3,1032.75,No
0,0,3,0,3,4,754.75,No
3,1,1,1,1,4,1050.5,No
1,1,1,1,1,3,1273.75,No
0,1,3,1,2,5,1002,No
0,0,3,2,3,3,1028.75,No
3,1,3,2,3,2,1092.25,No
3,0,0,1,2,4,1071.5,No
0,0,1,2,2,4,954.75,No
1,0,0,2,2,4,1077.5,No
3,0,0,1,2,3,1036,No
0,1,1,0,4,5,1004.75,No
1,0,3,1,3,4,1069.75,No
0,0,0,1,1,4,1000.5,No
0,1,0,1,1,5,1298.5,No
1,0,3,0,2,4,1146,No
3,0,1,2,2,5,1045,No
1,1,1,2,2,2,1046,No
1,0,1,0,2,4,937.5,No
3,0,1,0,2,4,1195.25,Yes
0,1,1,1,2,3,1698.75,No
3,0,0,2,4,3,941.25,No
0,1,0,2,2,3,1028,No
0,1,1,1,3,5,676.75,No
3,1,1,1,1,5,86,No
1,1,0,0,1,4,712.5,Yes
3,0,1,1,2,3,957.5,No
0,1,3,0,3,4,1009.25,No
1,1,0,2,2,3,1104,No
0,0,3,1,1,4,1028.5,No
3,1,1,0,3,2,1113.25,Yes
3,0,1,1,2,5,958.25,No
3,0,0,2,1,3,871.25,No
1,1,3,1,2,4,926,No
0,0,1,0,3,3,321.5,No
1,0,1,2,2,5,809.5,No
0,0,1,1,1,4,1201.25,No
0,1,1,1,1,4,977.25,No
0,1,0,0,2,4,1109,No
0,0,3,0,4,4,673.75,No
0,1,1,0,3,2,1011.75,No
1,0,1,1,1,3,1518.75,No
3,0,0,0,2,5,408.5,No
3,0,3,1,3,4,1165.5,No
0,1,1,1,1,3,1128.25,No
0,0,0,0,1,3,1042,No
0,0,3,1,4,3,904.75,No
1,0,1,1,1,4,1250.75,No
0,1,0,2,1,3,107,No
0,0,1,1,2,3,870.25,No
1,0,3,1,1,6,871.75,No
0,0,1,0,3,1,716.75,Yes
3,1,3,0,2,4,1275.75,No
3,0,3,1,1,3,704,No
3,0,3,1,1,4,1205,No
1,0,0,1,2,3,1234.5,No
1,1,3,1,3,2,1205.5,No
1,0,1,1,2,4,1164,No
3,0,1,1,1,3,1103,No
0,0,0,2,3,3,1106.5,No
0,1,1,2,3,1,1349.5,No
0,1,3,1,3,5,287,No
0,1,1,1,2,5,783,No
3,1,3,0,1,2,954.75,No
3,1,1,2,1,3,1251.25,No
1,0,1,0,2,3,922,No
0,1,1,0,2,6,330.75,No
3,0,1,2,3,4,1101.75,No
1,0,0,0,1,2,997.25,No
0,0,1,1,1,4,1006,No
3,1,1,0,3,4,1070.5,No
0,1,3,2,2,3,1178,No
0,1,3,0,2,4,1252.5,No
0,0,1,0,1,2,886.25,Yes
3,1,1,1,1,3,1216,No
3,1,0,2,1,4,1088,No
0,0,0,0,1,4,210.75,No
0,0,1,1,3,3,1242.5,No
1,1,0,2,1,3,905,No
3,0,0,2,2,1,255.5,No
3,1,3,1,2,5,325.25,Yes
0,0,3,0,2,4,952.25,No
1,1,3,2,1,6,1312.75,No
1,1,1,0,1,3,768,No
3,1,1,1,3,4,996.75,No
3,0,0,0,1,2,1105,No
1,0,1,0,2,4,1304.75,No
1,1,0,0,1,4,970.5,No
1,1,0,1,2,5,1006,No
1,0,3,0,1,1,939.5,No
1,0,1,1,2,2,838.75,No
1,1,1,0,2,5,279.75,No
0,0,1,1,1,1,846.5,No
3,0,1,0,2,5,1340,No
1,0,1,0,1,3,1134.75,No
1,1,3,2,3,4,1065.25,No
3,1,0,0,2,4,758,No
3,0,1,0,1,6,272.5,No
3,0,1,0,1,2,957.5,Yes
3,0,3,1,2,5,1089.25,No
1,1,1,0,1,3,1163.75,Yes
0,0,1,2,2,2,1017.5,No
3,0,1,2,2,4,1036.5,No
0,0,1,2,3,2,999.75,No
3,1,0,1,1,3,1180.75,Yes
3,1,1,2,2,2,1128.25,No
0,1,1,1,1,4,762.5,No
0,1,1,0,2,2,963.25,No
1,1,1,2,1,3,665,No
1,1,0,2,1,4,1267.5,No
1,0,3,0,1,5,1125.5,No
1,0,1,1,4,5,1319,No
3,0,1,1,3,3,1256.5,No
1,1,1,2,2,3,744.5,No
1,1,1,0,2,4,1212,No
0,0,0,1,1,2,1147.75,No
3,0,3,1,2,2,236.5,No
0,1,1,0,3,5,1329.5,No
0,0,1,2,2,5,1153.75,No
1,1,0,1,2,2,1028.75,Yes
1,1,0,1,1,4,1208.5,No
1,1,1,1,2,2,1159,No
1,0,1,1,2,2,997.25,No
3,0,0,2,2,1,1345.5,No
0,1,1,0,2,3,1362.5,No
0,0,1,1,2,2,870,No
0,0,1,2,1,3,237.5,No
0,0,1,2,3,4,246.75,No
0,0,1,0,2,3,1149.5,No
3,0,1,0,2,1,884.75,No
0,0,3,0,1,4,1072.75,No
0,1,1,2,4,3,1048.25,No
0,0,0,2,2,3,760.5,No
3,0,3,1,1,4,271,No
1,1,1,2,1,4,1058,No
1,0,1,0,3,3,1202.75,No
3,1,1,1,1,3,710.25,No
3,1,1,0,1,1,1141.75,No
1,1,1,0,2,5,209,Yes
3,1,1,2,2,5,1129.5,No
1,0,3,1,4,4,1165.75,No
1,0,1,0,1,4,1008.75,No
1,1,0,0,3,5,1083.25,No
0,0,0,0,2,5,734.25,No
1,0,0,1,2,2,962,No
3,1,1,1,2,2,1183.25,No
3,0,3,2,2,1,1108.25,No
3,0,0,0,1,2,1171.75,Yes
1,0,3,2,1,5,1053.5,No
0,1,3,2,1,3,1140.25,No
0,1,1,0,1,4,997.5,Yes
0,1,0,0,2,2,1139.75,No
1,1,1,1,1,5,1271.75,No
1,1,0,1,2,4,954.75,No
0,0,1,2,2,4,1099.75,No
3,0,0,1,1,2,808,No
1,1,1,2,2,4,1048.25,No
3,1,1,2,3,3,986.25,No
0,1,0,0,1,3,1190.25,Yes
3,1,3,1,1,3,729.75,No
3,0,0,2,2,3,1018.5,No
3,0,0,1,3,5,1379.25,No
3,0,1,0,4,2,878.5,No
3,0,3,0,2,3,256.5,No
0,0,3,0,2,3,668,Yes
3,0,3,2,3,1,121.25,No
1,1,0,0,3,3,952.75,No
1,0,1,2,2,2,391,No
1,1,1,1,4,3,671.5,No
3,0,1,2,4,1,1214.5,No
1,0,3,2,2,3,115.25,No
0,1,0,1,1,3,1733.25,No
1,1,0,0,2,5,248.5,No
0,1,1,0,1,4,1749.25,No
1,1,0,1,2,4,1328,No
1,0,1,1,2,5,1026,No
1,0,1,0,2,3,904.5,No
0,1,3,1,1,3,1089.25,No
3,1,1,0,3,4,931,No
1,1,1,2,4,5,907.75,No
3,0,0,2,2,5,1072.25,No
1,0,3,2,1,3,949.25,No
1,1,0,2,1,5,1083.75,Yes
0,1,1,1,2,3,1017.5,No
1,1,3,0,3,3,361.25,Yes
1,1,1,0,3,5,1459.5,No
3,0,1,0,2,3,1254,No
0,0,3,1,1,3,1304,No
0,0,1,1,3,4,790.25,No
1,0,1,0,1,6,1256.75,No
3,0,1,0,3,4,288.5,No
3,0,1,0,2,3,1048.5,No
3,1,0,0,1,4,981.75,Yes
1,1,1,1,1,3,687.75,No
0,1,1,0,1,5,961.75,No
3,0,0,0,2,2,892.5,No
3,0,0,2,1,4,200.75,No
0,1,1,0,2,3,1593.5,No
0,0,1,1,2,5,1196,No
3,0,0,2,2,4,1205.75,No
3,0,3,2,1,4,156,No
0,0,1,0,1,5,744.25,No
0,1,1,1,4,6,803.75,No
1,0,3,1,3,5,871.75,No
0,1,1,2,2,3,1155.25,No
3,1,1,2,1,5,1176.75,No
0,1,3,2,1,3,1063.75,No
0,0,1,2,1,4,769.75,No
0,1,3,0,2,3,1137,No
1,1,3,1,2,5,969.75,No
0,0,1,2,1,4,1302.25,No
1,1,1,0,2,2,128,No
0,0,3,0,2,4,211.25,No
0,1,1,1,1,5,1211.75,No
0,0,0,1,1,6,696.5,No
0,0,0,1,2,2,1073,No
3,1,1,0,1,3,803.75,Yes
3,1,0,0,2,3,969.75,No
1,1,3,1,3,3,869,No
