Customer Number,Offer Accepted,Reward,Mailer Type,Income Level,Bank Accounts Open,Overdraft Protection,Credit Rating,Credit Cards Held,Homes Owned,Household Size,Own Your Home,Average Balance
2920,No,Points,Postcard,High,1,No,Medium,1,1,4,Yes,1155.25
2921,No,Cash Back,Postcard,Medium,1,No,Low,4,1,3,Yes,1144.5
2922,No,Air Miles,Letter,Medium,1,No,Low,2,2,4,No,1022.5
2923,No,Air Miles,Postcard,High,2,No,High,1,1,4,Yes,1084.25
2924,No,Points,Postcard,Low,2,Yes,Medium,3,1,3,No,1145
2925,No,Air Miles,Postcard,Medium,1,No,Medium,2,3,4,Yes,1033
2926,No,Air Miles,Letter,Low,1,No,High,1,1,6,Yes,862.75
2927,No,Air Miles,Letter,Medium,1,No,Medium,2,1,2,Yes,218.5
2928,No,Air Miles,Letter,Low,2,No,Medium,4,1,3,Yes,1290.25
2929,No,Points,Letter,Medium,1,No,High,1,1,4,No,675.5
2930,No,Air Miles,Letter,Medium,1,Yes,Medium,2,1,3,Yes,1309
2931,No,Cash Back,Letter,Low,2,No,Medium,2,1,5,No,994.25
2932,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,No,1064.75
2933,No,Points,Postcard,Medium,1,No,Low,2,1,4,No,921
2934,No,Air Miles,Postcard,Medium,1,No,Low,3,1,4,No,1105.75
2935,Yes,Points,Letter,High,1,No,Low,3,1,4,Yes,1350.75
2936,No,Cash Back,Postcard,Medium,2,No,Medium,2,1,3,No,1102.25
2937,No,Points,Letter,Medium,1,No,Medium,1,1,2,No,1064.25
2938,No,Air Miles,Postcard,Low,2,No,Low,1,1,4,No,405
2939,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,No,285.25
2940,No,Points,Postcard,Medium,1,No,Medium,1,1,3,Yes,1028.25
2941,No,Cash Back,Postcard,Medium,1,No,High,1,1,4,No,217.75
2942,No,Air Miles,Postcard,Low,1,No,Low,1,1,2,Yes,974.75
2943,No,Air Miles,Postcard,Low,1,No,Medium,1,2,2,No,999.75
2944,No,Air Miles,Postcard,Medium,1,No,High,1,2,5,Yes,814
2945,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,No,843.75
2946,No,Cash Back,Postcard,Medium,1,No,Low,1,1,3,Yes,353.25
2947,No,Points,Letter,Medium,1,No,Medium,1,1,3,No,1207.5
2948,No,Cash Back,Postcard,Medium,2,No,Low,1,2,2,Yes,783.25
2949,No,Cash Back,Letter,Medium,1,Yes,High,2,1,5,No,1027.5
2950,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,971.5
2951,No,Cash Back,Letter,Medium,2,No,Low,1,1,4,Yes,1328.75
2952,No,Points,Letter,High,2,Yes,High,2,2,5,No,1064.5
2953,No,Cash Back,Letter,High,1,No,High,2,1,3,No,1004.5
2954,No,Points,Letter,Medium,1,No,Low,2,1,5,Yes,761.5
2955,Yes,Points,Postcard,Low,2,No,High,1,1,4,Yes,686.25
2956,No,Points,Postcard,Medium,1,No,High,4,1,4,No,1256.5
2957,No,Air Miles,Letter,Low,1,No,Medium,3,1,2,Yes,274.5
2958,No,Cash Back,Letter,Medium,1,No,Low,4,1,3,No,1102
2959,No,Points,Letter,High,2,No,High,2,1,4,No,239.5
2960,Yes,Air Miles,Letter,Medium,1,No,Low,2,2,3,Yes,1154
2961,No,Cash Back,Postcard,Low,1,No,High,1,1,2,Yes,748
2962,Yes,Air Miles,Postcard,Low,1,Yes,Medium,1,1,5,No,1058
2963,No,Cash Back,Letter,Medium,1,No,Medium,1,1,3,Yes,1314.75
2964,No,Points,Postcard,High,1,No,Medium,1,1,4,No,1308.5
2965,Yes,Points,Postcard,Medium,1,No,Low,3,1,3,No,179
2966,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,No,1239
2967,No,Air Miles,Postcard,High,2,No,High,2,1,2,No,1165
2968,No,Points,Postcard,Low,1,No,Low,3,1,5,Yes,938.25
2969,No,Cash Back,Letter,Medium,1,No,Low,2,2,3,Yes,1100.5
2970,Yes,Air Miles,Letter,Medium,1,No,High,2,2,3,Yes,271.75
2971,No,Points,Postcard,Medium,1,No,High,2,1,2,No,1053
2972,No,Air Miles,Postcard,Medium,2,Yes,High,4,1,2,Yes,1039.75
2973,No,Cash Back,Postcard,Medium,1,No,High,2,1,3,Yes,1349.5
2974,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,No,1386
2975,No,Points,Letter,High,1,Yes,Low,1,1,3,No,726.25
2976,No,Air Miles,Postcard,Low,1,No,Low,1,2,2,Yes,964
2977,No,Cash Back,Postcard,Low,1,Yes,High,2,1,3,Yes,244.75
2978,No,Cash Back,Letter,Low,1,No,Low,2,1,3,Yes,1341.75
2979,No,Points,Letter,High,1,No,High,3,1,5,No,1235.75
2980,No,Air Miles,Postcard,Medium,1,No,Medium,1,2,3,Yes,264.75
2981,No,Cash Back,Postcard,Medium,2,No,High,2,1,3,Yes,1057.5
2982,No,Air Miles,Letter,Medium,2,No,Medium,2,1,3,Yes,1564.75
2983,No,Points,Letter,Medium,1,No,Low,1,1,3,Yes,159.75
2984,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,1138
2985,No,Air Miles,Postcard,Medium,1,No,High,1,1,3,Yes,900
2986,No,Air Miles,Letter,High,1,No,Medium,1,1,4,Yes,1156.75
2987,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,2,Yes,904.75
2988,No,Cash Back,Letter,Low,1,No,High,2,1,3,No,335
2989,No,Points,Letter,Medium,3,No,Medium,2,1,2,No,783.5
2990,No,Air Miles,Letter,Medium,1,No,Low,3,2,2,Yes,342.5
2991,No,Cash Back,Postcard,High,1,No,Low,2,1,4,No,1375
2992,No,Cash Back,Letter,Medium,1,No,Low,2,1,4,No,1258
2993,No,Points,Letter,Medium,2,No,Medium,3,1,5,Yes,1113
2994,No,Cash Back,Postcard,High,1,No,Medium,1,1,4,No,695.25
2995,No,Air Miles,Postcard,High,1,No,High,3,2,5,Yes,1416
2996,No,Cash Back,Letter,High,1,No,High,3,1,4,No,972.75
2997,No,Air Miles,Letter,Medium,1,No,Medium,4,1,3,No,642.75
2998,No,Points,Letter,Medium,1,Yes,Medium,1,1,3,Yes,1285.5
2999,No,Points,Letter,High,1,No,Medium,2,2,3,Yes,929.25
3000,No,Air Miles,Postcard,High,1,No,Low,2,1,2,No,950.75
3001,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,1367.75
3002,No,Air Miles,Postcard,Low,1,No,Low,2,1,5,Yes,902
3003,No,Air Miles,Letter,Medium,1,Yes,Medium,2,2,3,Yes,979.5
3004,No,Air Miles,Letter,High,1,No,High,1,1,4,No,816.5
3005,No,Air Miles,Letter,Low,1,No,High,1,1,3,No,873
3006,No,Air Miles,Postcard,Medium,2,No,Medium,3,1,5,Yes,1123.75
3007,No,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,1288.25
3008,No,Air Miles,Letter,High,1,No,High,1,1,2,No,1095
3009,No,Cash Back,Postcard,Medium,1,No,High,3,1,4,Yes,200.25
3010,No,Cash Back,Postcard,Medium,1,Yes,Low,2,2,3,Yes,422
3011,No,Cash Back,Letter,Low,1,No,Medium,3,1,6,Yes,1120.75
3012,No,Air Miles,Letter,Medium,2,No,Low,2,1,3,No,604.75
3013,No,Air Miles,Postcard,Low,2,No,High,2,1,4,No,697.25
3014,No,Air Miles,Letter,Medium,1,Yes,Low,2,1,3,Yes,255.25
3015,No,Cash Back,Postcard,Low,1,No,Low,2,1,3,Yes,1009.25
3016,No,Cash Back,Letter,Low,1,No,Low,2,1,2,Yes,1070.5
3017,No,Air Miles,Postcard,Low,1,Yes,High,3,1,3,No,1490.5
3018,No,Air Miles,Postcard,High,2,No,Low,3,1,3,Yes,1228.5
3019,No,Cash Back,Postcard,Medium,1,No,High,2,1,4,Yes,1308.5
3020,No,Air Miles,Postcard,Medium,1,Yes,Low,2,1,3,Yes,955.75
3021,No,Points,Letter,Medium,1,No,High,2,1,4,Yes,1481.75
3022,No,Cash Back,Letter,Medium,1,No,High,3,1,3,Yes,669.75
3023,No,Points,Postcard,High,2,No,High,1,1,5,Yes,1134.5
3024,No,Cash Back,Postcard,High,1,No,High,2,1,4,Yes,1007.5
3025,No,Points,Letter,Medium,1,Yes,Low,3,1,1,Yes,1004
3026,No,Air Miles,Letter,Medium,1,No,High,1,1,3,Yes,983
3027,No,Points,Letter,Low,1,No,Low,3,2,2,Yes,218.25
3028,No,Points,Postcard,High,1,Yes,High,1,1,4,Yes,1188.25
3029,No,Points,Postcard,Medium,1,No,High,1,1,3,Yes,716.25
3030,No,Cash Back,Letter,Medium,1,No,Medium,1,2,5,Yes,1828
3031,No,Cash Back,Letter,Medium,1,No,High,1,1,3,Yes,1338.5
3032,No,Cash Back,Postcard,High,1,No,High,1,1,3,No,1093.25
3033,No,Cash Back,Letter,High,1,No,High,2,1,2,Yes,905.5
3034,Yes,Air Miles,Letter,Medium,2,No,Low,3,1,4,No,1054
3035,No,Air Miles,Letter,Low,1,Yes,High,2,1,3,Yes,957
3036,Yes,Points,Postcard,Low,1,No,Low,4,1,3,Yes,1065.75
3037,No,Cash Back,Postcard,High,1,No,Medium,1,1,3,No,1431
3038,No,Air Miles,Letter,Medium,1,No,High,1,2,3,Yes,1314
3039,No,Air Miles,Postcard,Medium,1,No,Low,2,1,2,Yes,745.25
3040,No,Points,Postcard,High,2,No,Medium,2,1,3,No,793.25
3041,No,Points,Letter,High,1,No,High,1,1,5,Yes,710.25
3042,No,Points,Postcard,Medium,2,No,Low,4,1,3,Yes,1056.25
3043,No,Air Miles,Postcard,Low,1,No,High,2,1,3,No,949.5
3044,No,Cash Back,Postcard,Medium,2,No,High,1,1,4,Yes,1355.75
3045,No,Points,Letter,Medium,1,No,Low,4,1,4,Yes,1051
3046,No,Points,Postcard,Low,1,No,High,2,2,4,Yes,1131.25
3047,No,Air Miles,Letter,High,1,No,Medium,2,1,2,Yes,1259.75
3048,No,Cash Back,Letter,Low,1,No,High,2,1,3,No,1044.5
3049,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,3,Yes,1166.5
3050,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,5,Yes,1153.75
3051,Yes,Cash Back,Postcard,Low,1,No,Low,2,1,3,No,1394.25
3052,No,Points,Postcard,Medium,1,No,High,3,1,1,Yes,822
3053,No,Air Miles,Letter,Low,1,No,Low,1,1,4,Yes,996
3054,No,Air Miles,Postcard,Medium,2,No,Low,2,1,4,Yes,1144
3055,No,Points,Postcard,Low,1,Yes,High,2,2,4,Yes,1213
3056,No,Points,Postcard,Low,1,No,High,2,1,5,No,769.75
3057,No,Points,Letter,Low,1,No,Medium,1,1,1,Yes,1047.75
3058,No,Cash Back,Letter,Medium,1,Yes,High,1,1,6,No,193.5
3059,No,Air Miles,Letter,High,1,No,Low,1,1,2,No,1234.75
3060,No,Points,Letter,Medium,1,No,Medium,3,2,3,No,1123
3061,No,Points,Letter,Medium,1,Yes,Medium,1,1,4,No,1119.5
3062,No,Cash Back,Letter,Low,2,No,Low,3,1,3,Yes,1333.75
3063,No,Cash Back,Letter,Low,1,No,High,3,1,3,No,947.5
3064,No,Cash Back,Letter,High,1,No,Medium,4,2,3,Yes,1045.75
3065,No,Points,Letter,Low,2,No,Medium,2,1,4,Yes,733.75
3066,No,Air Miles,Postcard,High,1,No,Medium,1,2,4,Yes,1182.75
3067,No,Air Miles,Letter,Medium,1,Yes,Medium,2,1,4,No,1149.75
3068,No,Air Miles,Letter,High,1,No,Low,2,1,3,No,778
3069,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,1139.75
3070,Yes,Air Miles,Postcard,High,1,No,Low,2,1,1,Yes,1033.75
3071,Yes,Air Miles,Postcard,Low,3,No,Medium,2,1,4,Yes,0
3072,No,Air Miles,Letter,Low,1,No,Medium,2,1,4,Yes,1049.5
3073,No,Air Miles,Letter,Low,1,No,Medium,1,1,4,No,1055.5
3074,No,Points,Postcard,High,1,No,Low,3,2,3,No,1224.75
3075,No,Cash Back,Postcard,Medium,1,No,Medium,1,2,3,Yes,872.25
3076,No,Cash Back,Letter,Medium,1,No,Medium,3,2,3,No,764.5
3077,No,Cash Back,Letter,High,2,No,Medium,1,2,4,Yes,948.25
3078,No,Points,Letter,Low,2,No,Medium,2,2,3,Yes,823.75
3079,No,Cash Back,Postcard,High,1,No,High,1,1,4,No,1130
3080,No,Air Miles,Postcard,High,1,Yes,Low,1,1,3,No,234.5
3081,No,Points,Postcard,High,1,No,Medium,1,1,4,Yes,1127.75
3082,No,Cash Back,Letter,Low,2,No,Medium,2,1,4,Yes,772.75
3083,No,Air Miles,Postcard,High,1,No,High,2,2,3,Yes,263.5
3084,No,Air Miles,Letter,High,2,No,High,2,1,3,Yes,648
3085,No,Points,Letter,Low,1,No,Medium,1,1,4,No,1104.75
3086,No,Air Miles,Letter,High,1,No,Medium,2,1,3,Yes,1217.75
3087,No,Air Miles,Letter,Medium,1,Yes,Low,3,1,3,Yes,269.25
3088,No,Air Miles,Letter,Medium,1,No,High,3,1,3,No,375.75
3089,No,Cash Back,Letter,Medium,2,No,Low,3,1,3,Yes,1065.5
3090,No,Air Miles,Letter,Medium,1,No,High,2,2,5,No,782.5
3091,Yes,Air Miles,Letter,Medium,1,No,Low,2,1,4,No,1128.25
3092,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,5,Yes,995
3093,No,Air Miles,Letter,Medium,1,No,Low,1,2,6,Yes,1286.25
3094,No,Points,Letter,Low,1,No,Low,2,1,1,No,292
3095,No,Air Miles,Letter,Low,2,Yes,High,1,1,4,Yes,243.5
3096,No,Cash Back,Postcard,Medium,1,No,Low,1,2,2,Yes,739
3097,Yes,Air Miles,Postcard,Low,2,No,Low,2,1,4,No,1173.25
3098,No,Cash Back,Postcard,Low,2,No,Medium,4,1,3,Yes,1205.25
3099,No,Cash Back,Letter,High,2,No,High,2,2,4,No,1176.5
3100,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,186.5
3101,No,Points,Letter,High,1,No,Medium,3,2,4,No,791
3102,No,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,3,Yes,773.5
3103,No,Points,Postcard,Medium,1,No,Low,2,1,5,No,1092.75
3104,No,Points,Letter,Low,1,Yes,High,2,1,2,Yes,1012.75
3105,No,Cash Back,Letter,Medium,2,No,High,2,1,4,Yes,233.25
3106,No,Points,Postcard,Medium,1,No,Low,4,1,4,Yes,1314.25
3107,No,Cash Back,Letter,Low,1,No,High,2,1,2,Yes,686.25
3108,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,190.75
3109,No,Air Miles,Letter,Low,1,No,High,3,1,4,Yes,0
3110,No,Air Miles,Postcard,Low,1,Yes,Low,2,1,3,Yes,1241
3111,No,Air Miles,Postcard,Medium,1,Yes,High,3,1,4,Yes,1057.5
3112,No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,Yes,230.25
3113,No,Points,Postcard,Low,1,No,Low,1,1,4,Yes,1205.75
3114,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,1090.75
3115,No,Cash Back,Postcard,Low,1,No,High,1,1,5,Yes,1115.5
3116,No,Cash Back,Postcard,Low,1,No,Medium,1,1,3,No,205.75
3117,No,Air Miles,Postcard,Low,2,No,High,2,1,3,Yes,1184.5
3118,No,Points,Letter,Medium,1,No,Medium,1,2,4,Yes,1193.5
3119,No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,1055.5
3120,No,Air Miles,Letter,High,1,No,Medium,1,1,3,No,1114.25
3121,No,Points,Letter,Medium,1,No,Low,2,1,2,Yes,1002.5
3122,No,Air Miles,Letter,Medium,1,No,High,1,2,3,No,248
3123,No,Cash Back,Letter,Medium,1,No,High,1,1,3,Yes,750
3124,No,Cash Back,Postcard,High,1,No,High,2,1,4,No,1086.25
3125,No,Cash Back,Postcard,Low,1,Yes,Medium,3,1,4,Yes,746
3126,No,Points,Letter,Medium,1,No,High,2,1,3,No,1162.25
3127,No,Points,Letter,Medium,2,No,High,1,1,2,Yes,1064.75
3128,No,Points,Letter,Low,1,No,High,2,2,6,Yes,1077.75
3129,No,Cash Back,Postcard,Low,1,No,High,3,1,3,Yes,1040.5
3130,No,Points,Letter,Medium,2,No,Medium,2,2,5,No,1146.25
3131,No,Cash Back,Postcard,High,1,No,Low,2,1,6,No,140.5
3132,No,Cash Back,Postcard,Medium,1,No,High,1,1,4,No,792.5
3133,No,Points,Postcard,Medium,1,No,Low,2,1,4,No,933.5
3134,No,Cash Back,Postcard,Medium,1,No,High,3,1,3,Yes,1187.25
3135,No,Cash Back,Letter,Low,1,No,Low,2,1,4,No,761.25
3136,No,Air Miles,Postcard,Low,1,No,Medium,1,1,3,Yes,885
3137,No,Air Miles,Postcard,Medium,1,No,Medium,2,2,5,Yes,1162.75
3138,No,Cash Back,Letter,Medium,1,Yes,Medium,1,1,4,Yes,1103.5
3139,No,Air Miles,Letter,High,1,No,High,1,1,6,No,1158.5
3140,No,Air Miles,Postcard,Low,1,No,High,2,1,4,Yes,767.5
3141,No,Points,Letter,Low,1,No,Medium,3,1,2,No,886.25
3142,No,Cash Back,Letter,Medium,1,No,Low,2,2,4,Yes,201
3143,No,Cash Back,Letter,Medium,1,No,Medium,1,2,3,Yes,895
3144,No,Air Miles,Postcard,Medium,3,No,Low,1,1,5,Yes,1258.25
3145,Yes,Air Miles,Letter,High,1,Yes,High,4,1,4,Yes,270
3146,No,Points,Letter,High,1,No,Low,3,1,4,Yes,1049
3147,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,No,340.75
3148,No,Cash Back,Letter,High,1,Yes,Medium,3,1,5,Yes,359.25
3149,No,Points,Postcard,Medium,1,Yes,Medium,1,1,3,Yes,998
3150,No,Points,Letter,Low,1,No,Medium,1,1,4,Yes,287.75
3151,No,Air Miles,Postcard,High,1,No,Low,2,1,4,Yes,928.5
3152,No,Cash Back,Postcard,High,2,No,Low,2,1,4,Yes,684.25
3153,No,Cash Back,Letter,Low,2,No,Low,1,2,5,Yes,800.75
3154,No,Points,Postcard,Medium,2,No,High,2,1,3,No,1219.75
3155,No,Points,Postcard,Medium,2,No,Low,1,1,4,No,1300.75
3156,No,Cash Back,Letter,Medium,1,No,Low,2,1,5,Yes,1224.25
3157,No,Points,Postcard,High,1,No,High,3,1,5,Yes,209.5
3158,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,4,No,990.5
3159,No,Air Miles,Letter,Medium,1,No,Low,2,2,3,Yes,1814.5
3160,No,Air Miles,Postcard,Medium,1,Yes,Medium,3,1,4,Yes,758
3161,No,Cash Back,Letter,High,1,No,Low,3,1,5,Yes,1065.5
3162,No,Air Miles,Letter,High,2,Yes,Medium,2,2,3,Yes,1197
3163,No,Points,Letter,Medium,1,Yes,Low,3,2,3,Yes,1034.75
3164,No,Cash Back,Postcard,Medium,2,No,Medium,2,1,2,Yes,960.75
3165,No,Cash Back,Postcard,Medium,1,No,Medium,1,3,3,Yes,1071.25
3166,Yes,Cash Back,Postcard,Medium,1,No,Low,1,2,3,No,1034
3167,No,Points,Postcard,Medium,1,No,Low,2,1,1,No,887.5
3168,No,Air Miles,Postcard,Medium,3,No,Low,2,1,3,Yes,860.25
3169,No,Points,Letter,High,1,No,High,1,1,4,No,1364.25
3170,No,Points,Letter,High,1,No,Medium,3,1,3,No,186.25
3171,No,Points,Letter,Low,1,No,High,1,2,3,No,1006
3172,No,Points,Postcard,High,2,No,Low,2,1,2,No,860.75
3173,No,Cash Back,Postcard,Medium,1,No,Low,3,2,5,No,1193.25
3174,No,Cash Back,Letter,Medium,1,No,Medium,3,2,3,Yes,1388.5
3175,No,Points,Letter,Low,2,No,High,3,1,3,No,752.25
3176,No,Air Miles,Postcard,Medium,2,No,Medium,2,1,5,Yes,858.5
3177,No,Points,Letter,Medium,2,No,Low,2,1,2,Yes,999
3178,No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,1194.25
3179,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,No,905
3180,No,Points,Postcard,Medium,1,No,Medium,2,1,2,Yes,1023.25
3181,No,Air Miles,Letter,Medium,1,Yes,Low,1,1,4,No,713.75
3182,No,Air Miles,Letter,Medium,1,No,Medium,4,1,1,Yes,861.25
3183,No,Air Miles,Postcard,Medium,3,No,High,2,1,5,Yes,884.5
3184,No,Points,Postcard,Medium,1,No,Medium,3,1,4,No,1031.25
3185,No,Cash Back,Postcard,Medium,1,No,High,2,3,3,Yes,1010
3186,No,Air Miles,Letter,Medium,1,No,High,2,1,4,Yes,779.75
3187,No,Cash Back,Letter,Low,2,No,High,2,1,3,Yes,350.25
3188,No,Points,Letter,High,1,No,High,1,1,4,No,1050.75
3189,No,Points,Letter,Medium,1,No,Low,3,1,3,No,709.75
3190,No,Cash Back,Letter,Medium,1,No,Low,2,1,4,No,1053.25
3191,No,Cash Back,Letter,Medium,1,No,Medium,2,2,3,No,881.25
3192,No,Cash Back,Letter,Medium,1,No,Medium,1,1,3,No,329.5
3193,No,Cash Back,Letter,High,1,No,Low,1,1,2,Yes,243.25
3194,Yes,Cash Back,Postcard,Low,1,Yes,Low,2,1,3,No,716.75
3195,No,Air Miles,Postcard,Medium,1,No,Low,3,2,3,Yes,1151.25
3196,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,1123
3197,No,Points,Postcard,Low,2,No,High,1,2,2,Yes,1081
3198,No,Air Miles,Letter,Low,1,No,High,1,1,4,No,970.25
3199,No,Points,Letter,High,2,No,High,1,2,4,No,1225
3200,No,Cash Back,Letter,High,2,Yes,Medium,3,1,5,No,1186.25
3201,No,Points,Letter,Medium,1,No,High,2,1,2,No,1225
3202,No,Cash Back,Letter,High,2,No,Low,2,1,4,Yes,1030
3203,No,Cash Back,Letter,Medium,1,No,High,1,1,2,Yes,1083
3204,No,Air Miles,Letter,High,1,No,High,2,1,3,Yes,1086.25
3205,No,Air Miles,Postcard,Medium,1,No,High,2,1,4,Yes,1209
3206,Yes,Cash Back,Postcard,Medium,1,Yes,Low,1,1,2,No,952
3207,No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,1057.25
3208,No,Air Miles,Postcard,Low,1,No,High,2,1,3,Yes,261
3209,No,Air Miles,Letter,Low,1,No,Low,2,2,1,Yes,304
3210,No,Air Miles,Letter,High,1,No,Medium,1,1,5,Yes,1086
3211,No,Points,Postcard,Medium,2,Yes,Medium,2,1,4,No,681
3212,No,Cash Back,Letter,Medium,1,Yes,Low,1,1,1,No,753.25
3213,No,Cash Back,Letter,Medium,1,No,Medium,1,2,4,Yes,362.75
3214,No,Points,Postcard,Medium,2,No,Low,3,1,3,Yes,266
3215,No,Points,Postcard,Medium,1,Yes,Low,1,1,4,No,1143.5
3216,No,Air Miles,Postcard,Medium,3,No,High,1,2,2,Yes,1065.5
3217,No,Points,Letter,High,1,No,Low,3,1,5,No,146.75
3218,No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,789.25
3219,No,Points,Postcard,Low,1,No,Low,1,2,4,Yes,686.25
3220,No,Points,Letter,Medium,1,No,Low,1,1,5,Yes,1004
3221,No,Cash Back,Letter,Medium,2,No,Medium,2,1,5,No,712
3222,No,Air Miles,Letter,Low,1,Yes,Medium,1,2,3,Yes,138.75
3223,No,Cash Back,Letter,Low,2,No,High,3,1,3,Yes,1188.25
3224,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,1178
3225,No,Points,Postcard,Medium,1,No,Low,2,1,5,No,797.5
3226,No,Air Miles,Postcard,Low,2,Yes,Low,3,1,2,Yes,1497.75
3227,No,Cash Back,Letter,Medium,2,No,Low,2,1,2,Yes,998.25
3228,Yes,Air Miles,Letter,Low,1,No,Medium,3,1,4,Yes,181
3229,No,Cash Back,Letter,Low,1,No,Low,1,2,5,Yes,1095
3230,No,Air Miles,Postcard,High,1,No,Low,3,1,5,No,1058.25
3231,No,Cash Back,Postcard,Medium,1,No,High,2,1,2,Yes,1086.25
3232,No,Cash Back,Postcard,Medium,1,No,Low,1,1,2,No,902.25
3233,No,Cash Back,Postcard,Low,2,No,High,2,1,2,Yes,262.75
3234,No,Points,Letter,Medium,2,No,High,4,1,6,Yes,1196
3235,No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,1212
3236,No,Air Miles,Postcard,Medium,2,Yes,Low,2,1,3,No,1056.75
3237,No,Air Miles,Letter,Low,1,No,Medium,1,1,4,Yes,1032.5
3238,No,Air Miles,Letter,Low,3,No,Medium,3,2,5,Yes,583.75
3239,No,Air Miles,Postcard,Medium,2,No,Low,2,1,3,Yes,761.75
3240,No,Cash Back,Postcard,Low,2,No,High,2,1,6,Yes,908.5
3241,No,Cash Back,Postcard,Medium,1,No,High,2,1,3,No,1160.75
3242,No,Air Miles,Letter,High,1,No,High,1,1,4,Yes,1420.5
3243,No,Points,Letter,Low,2,No,Medium,1,2,2,Yes,981.25
3244,Yes,Cash Back,Letter,Medium,1,No,Low,2,2,3,No,898.5
3245,No,Cash Back,Letter,Medium,1,No,Medium,1,1,6,Yes,1199.25
3246,No,Cash Back,Letter,Medium,1,No,High,1,1,3,Yes,937.75
3247,No,Cash Back,Postcard,High,2,No,High,1,2,3,No,645.25
3248,No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,148.5
3249,No,Points,Letter,High,1,No,Medium,1,1,3,Yes,255.5
3250,No,Air Miles,Letter,Low,1,No,High,2,1,3,No,925.75
3251,No,Cash Back,Postcard,High,1,No,Low,1,1,3,Yes,772.75
3252,No,Points,Postcard,Medium,1,No,Low,1,2,6,Yes,1313.5
3253,No,Cash Back,Letter,Low,1,No,Low,2,2,4,No,1282
3254,No,Cash Back,Letter,High,1,No,High,3,1,6,Yes,1096.25
3255,No,Air Miles,Postcard,Medium,1,No,Medium,3,2,4,Yes,807.25
3256,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,2,No,1117
3257,No,Points,Postcard,High,1,Yes,Low,1,1,3,Yes,1150
3258,No,Points,Letter,Low,1,No,Low,1,1,3,Yes,796.25
3259,No,Air Miles,Letter,Medium,1,No,Medium,2,1,2,Yes,637.5
3260,No,Air Miles,Postcard,Low,2,No,Medium,2,1,4,Yes,1261.75
3261,No,Air Miles,Letter,Medium,1,No,Low,1,2,3,Yes,240.75
3262,No,Air Miles,Letter,Medium,1,No,Medium,2,1,6,No,1108.25
3263,No,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,1230
3264,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,2,Yes,270
3265,No,Points,Letter,Medium,1,No,Medium,2,1,3,No,768.75
3266,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1825.75
3267,No,Points,Letter,High,1,No,Medium,1,1,4,Yes,833
3268,No,Cash Back,Letter,High,1,No,High,2,1,3,Yes,984.5
3269,No,Points,Letter,Medium,2,No,Low,2,1,5,Yes,1045.75
3270,No,Cash Back,Letter,Low,1,No,Medium,2,2,3,Yes,794.5
3271,No,Air Miles,Letter,Low,1,No,Medium,2,2,3,Yes,1080.75
3272,No,Points,Postcard,Medium,1,Yes,Low,1,1,3,Yes,1174.75
3273,No,Air Miles,Postcard,High,1,No,Medium,2,2,4,Yes,176.25
3274,No,Air Miles,Letter,Medium,2,No,Medium,2,1,4,Yes,955
3275,No,Cash Back,Postcard,High,1,No,Low,2,1,4,Yes,754.75
3276,No,Cash Back,Letter,Low,1,No,High,3,2,4,No,1253.75
3277,No,Cash Back,Postcard,Medium,2,No,Medium,2,1,3,Yes,1064.5
3278,No,Points,Postcard,Medium,1,No,Medium,2,1,4,Yes,273.75
3279,No,Points,Postcard,Medium,1,No,Low,4,1,4,No,1129.75
