Offer Accepted,Reward,rewardvalue,Mailer Type,mailertype,Income Level,incomelevel,Credit Rating,creditratingvalue,Credit Cards Held,Household Size,Average Balance
No,Cash Back,1,Letter,0,Medium,1,Medium,1,1,4,1297
No,Air Miles,0,Letter,0,High,3,High,2,2,3,965.5
No,Air Miles,0,Letter,0,Medium,1,Medium,1,3,4,1851.75
No,Cash Back,1,Letter,0,Low,0,Medium,1,2,5,288.75
No,Cash Back,1,Postcard,1,Low,0,High,2,2,3,1160.75
No,Air Miles,0,Letter,0,High,3,Medium,1,1,3,679
No,Cash Back,1,Postcard,1,Low,0,High,2,1,3,1780
No,Cash Back,1,Letter,0,Medium,1,Medium,1,1,3,178.75
Yes,Points,3,Letter,0,Low,0,Low,0,1,3,1172
No,Points,3,Postcard,1,Medium,1,High,2,2,4,1381
No,Cash Back,1,Letter,0,Medium,1,High,2,4,5,1309.25
No,Points,3,Postcard,1,High,3,Low,0,4,4,1095
No,Cash Back,1,Letter,0,Low,0,High,2,1,4,1365.75
No,Cash Back,1,Letter,0,Low,0,High,2,1,4,616
Yes,Air Miles,0,Postcard,1,Medium,1,Low,0,3,5,1005.5
No,Cash Back,1,Postcard,1,High,3,Low,0,3,3,199.5
No,Points,3,Letter,0,Low,0,Medium,1,2,3,1067.75
No,Cash Back,1,Postcard,1,High,3,Medium,1,2,4,267.5
No,Cash Back,1,Postcard,1,Medium,1,Low,0,3,3,898.5
No,Air Miles,0,Letter,0,High,3,High,2,1,3,1000.25
No,Points,3,Letter,0,Low,0,Medium,1,2,5,709.25
No,Cash Back,1,Letter,0,Low,0,High,2,1,3,994.5
No,Cash Back,1,Letter,0,Medium,1,Medium,1,2,5,1070
No,Points,3,Postcard,1,High,3,High,2,1,4,1394.75
No,Air Miles,0,Postcard,1,High,3,Low,0,3,2,1131.5
No,Points,3,Postcard,1,Medium,1,High,2,2,2,980.5
No,Points,3,Postcard,1,High,3,High,2,2,4,948
No,Points,3,Postcard,1,Medium,1,High,2,2,1,1010.5
Yes,Air Miles,0,Postcard,1,Low,0,Low,0,2,4,168.5
No,Points,3,Postcard,1,Medium,1,High,2,1,4,995.5
No,Cash Back,1,Postcard,1,High,3,Medium,1,1,5,1469
No,Air Miles,0,Letter,0,Medium,1,High,2,2,5,947
No,Points,3,Postcard,1,Low,0,High,2,3,3,1071
No,Points,3,Postcard,1,High,3,Medium,1,4,3,1084.25
No,Points,3,Letter,0,Low,0,High,2,2,4,931.75
Yes,Air Miles,0,Postcard,1,Low,0,Low,0,1,2,724.25
Yes,Air Miles,0,Postcard,1,Medium,1,High,2,2,4,1242.5
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,3,256.75
No,Cash Back,1,Letter,0,Low,0,High,2,1,4,801.5
No,Air Miles,0,Letter,0,High,3,Low,0,3,4,1060
No,Cash Back,1,Letter,0,High,3,Medium,1,3,4,760.5
No,Cash Back,1,Letter,0,Medium,1,Low,0,1,2,207.25
Yes,Air Miles,0,Postcard,1,High,3,Low,0,2,5,1025.5
No,Points,3,Postcard,1,High,3,Medium,1,2,2,1108
No,Air Miles,0,Letter,0,Low,0,High,2,1,5,1086.5
No,Points,3,Postcard,1,High,3,High,2,3,4,1146.5
No,Points,3,Postcard,1,Low,0,Medium,1,1,5,1157.5
No,Cash Back,1,Postcard,1,Medium,1,High,2,4,3,1162.25
No,Points,3,Postcard,1,Low,0,Medium,1,3,4,1077
No,Points,3,Letter,0,Low,0,Medium,1,3,4,1178.5
No,Points,3,Letter,0,Medium,1,High,2,2,5,1088
No,Cash Back,1,Postcard,1,Low,0,Medium,1,3,3,1153.5
No,Points,3,Letter,0,Low,0,Low,0,3,2,225
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,1,4,700
Yes,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,5,972.25
No,Cash Back,1,Letter,0,High,3,Medium,1,3,4,1101.5
No,Points,3,Letter,0,High,3,Medium,1,2,4,1041.5
No,Cash Back,1,Letter,0,Medium,1,Low,0,1,2,1393.25
No,Points,3,Postcard,1,Medium,1,Low,0,1,2,1272.75
No,Air Miles,0,Postcard,1,Medium,1,High,2,3,5,855.75
No,Points,3,Postcard,1,Medium,1,Medium,1,3,3,952.25
No,Cash Back,1,Postcard,1,Low,0,High,2,3,4,889.5
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,3,1360.25
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,4,1195.25
No,Cash Back,1,Postcard,1,High,3,Low,0,3,3,219.75
No,Points,3,Letter,0,High,3,Medium,1,1,4,937.5
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,3,1073.5
No,Points,3,Postcard,1,Medium,1,Low,0,1,2,1049.5
No,Air Miles,0,Letter,0,Low,0,Medium,1,1,4,1420
No,Points,3,Postcard,1,High,3,Low,0,2,5,155.75
No,Points,3,Postcard,1,High,3,High,2,2,2,1033
No,Points,3,Postcard,1,Medium,1,High,2,1,3,845.75
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,3,5,1126.5
Yes,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,5,806.25
No,Points,3,Letter,0,Medium,1,Medium,1,1,4,896.75
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,1,1003.25
No,Points,3,Letter,0,Low,0,Medium,1,1,5,805.25
No,Points,3,Postcard,1,Medium,1,Low,0,2,2,980
No,Cash Back,1,Postcard,1,High,3,Medium,1,4,5,972.25
No,Points,3,Postcard,1,High,3,High,2,1,3,1005
No,Points,3,Postcard,1,Low,0,High,2,3,3,1322.75
No,Air Miles,0,Letter,0,High,3,Low,0,1,3,1130.5
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,5,681.5
No,Cash Back,1,Letter,0,Medium,1,Medium,1,2,2,1340
No,Air Miles,0,Letter,0,High,3,Medium,1,2,5,1148.75
No,Points,3,Postcard,1,Low,0,Medium,1,1,3,249.5
No,Cash Back,1,Postcard,1,Low,0,Low,0,1,4,1022
No,Air Miles,0,Letter,0,Low,0,Medium,1,1,4,1126.75
Yes,Points,3,Postcard,1,Medium,1,Low,0,2,4,381
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,4,1358.5
No,Points,3,Letter,0,Low,0,Medium,1,2,2,894.75
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,3,1089.75
No,Cash Back,1,Letter,0,High,3,High,2,3,4,316.25
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,3,172.25
No,Cash Back,1,Letter,0,Medium,1,Medium,1,3,2,726
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,3,4,907.75
No,Cash Back,1,Postcard,1,High,3,High,2,2,4,701.75
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,4,1258
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,3,3,736.75
No,Air Miles,0,Letter,0,High,3,Low,0,1,3,923.75
No,Air Miles,0,Letter,0,Medium,1,High,2,1,2,965
No,Air Miles,0,Letter,0,Medium,1,Low,0,3,3,202.5
No,Cash Back,1,Letter,0,Low,0,High,2,3,4,901.75
No,Points,3,Letter,0,High,3,High,2,3,4,917.75
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,6,1217.25
No,Points,3,Letter,0,Medium,1,High,2,1,2,1703.25
No,Cash Back,1,Postcard,1,Low,0,Medium,1,2,3,1065
No,Points,3,Postcard,1,Medium,1,Medium,1,3,3,1004.25
No,Cash Back,1,Letter,0,Medium,1,Low,0,1,1,1053.75
No,Points,3,Letter,0,High,3,Medium,1,3,3,779.5
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,3,3,675
No,Cash Back,1,Letter,0,Medium,1,Low,0,1,2,1081.25
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,2,1345.75
No,Air Miles,0,Postcard,1,Low,0,Low,0,1,4,1130.5
No,Cash Back,1,Letter,0,Medium,1,High,2,1,4,700.5
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,4,1030.25
No,Points,3,Postcard,1,Low,0,Low,0,1,3,967
No,Cash Back,1,Letter,0,High,3,Medium,1,4,5,1386.75
No,Points,3,Letter,0,Medium,1,Medium,1,1,2,1135.5
No,Cash Back,1,Letter,0,Medium,1,High,2,3,3,1130
No,Points,3,Letter,0,Medium,1,Low,0,2,3,940
No,Air Miles,0,Postcard,1,High,3,High,2,4,3,1338.5
No,Cash Back,1,Letter,0,High,3,Low,0,2,2,869.75
No,Air Miles,0,Letter,0,Medium,1,High,2,1,5,1119.25
No,Points,3,Postcard,1,Medium,1,Low,0,2,3,1441.25
No,Points,3,Letter,0,High,3,Medium,1,1,6,841
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,5,766.25
No,Air Miles,0,Letter,0,Medium,1,High,2,2,5,1185.25
No,Cash Back,1,Letter,0,Medium,1,High,2,1,3,1670.5
No,Cash Back,1,Letter,0,Medium,1,High,2,1,3,836.25
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,5,1708.5
No,Cash Back,1,Letter,0,High,3,Low,0,3,5,780
No,Cash Back,1,Letter,0,Low,0,Medium,1,4,2,846.25
No,Cash Back,1,Postcard,1,High,3,High,2,1,5,1134.75
No,Cash Back,1,Postcard,1,High,3,Medium,1,1,4,884.25
No,Air Miles,0,Letter,0,Medium,1,Medium,1,3,4,983.25
No,Air Miles,0,Letter,0,High,3,High,2,1,5,1322.25
No,Points,3,Letter,0,Medium,1,High,2,1,3,911.5
No,Points,3,Postcard,1,Low,0,Medium,1,1,4,151.75
No,Points,3,Letter,0,Low,0,High,2,2,4,808.25
No,Points,3,Postcard,1,Medium,1,High,2,2,2,1130.75
No,Cash Back,1,Letter,0,High,3,Low,0,1,2,1103
No,Points,3,Postcard,1,High,3,Medium,1,2,4,1156.5
No,Cash Back,1,Letter,0,High,3,Medium,1,2,4,1071
No,Points,3,Letter,0,Low,0,Medium,1,1,2,1196
No,Cash Back,1,Postcard,1,High,3,Low,0,2,5,297.75
No,Points,3,Letter,0,Medium,1,High,2,3,2,956.25
Yes,Air Miles,0,Letter,0,Medium,1,Low,0,1,5,1073.5
No,Air Miles,0,Postcard,1,Medium,1,Low,0,1,4,1828
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,3,1143.75
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,3,1120.5
No,Points,3,Postcard,1,Medium,1,Low,0,3,3,1056.5
No,Cash Back,1,Postcard,1,Low,0,High,2,1,3,1310.25
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,2,981.75
No,Cash Back,1,Postcard,1,Medium,1,Low,0,1,4,1222.75
No,Air Miles,0,Postcard,1,Low,0,Medium,1,3,2,1327
No,Cash Back,1,Postcard,1,Low,0,High,2,2,6,1311
No,Points,3,Letter,0,Low,0,Low,0,1,2,735.25
No,Points,3,Letter,0,Medium,1,Medium,1,2,3,1182.25
Yes,Air Miles,0,Postcard,1,High,3,Low,0,3,2,986.25
No,Points,3,Postcard,1,Medium,1,Low,0,1,4,1058.25
No,Points,3,Postcard,1,Medium,1,High,2,2,2,184.5
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,4,1158.25
No,Air Miles,0,Postcard,1,High,3,Medium,1,2,4,1810.25
No,Air Miles,0,Postcard,1,Low,0,Low,0,2,4,0
No,Points,3,Letter,0,Medium,1,Medium,1,2,3,1151.75
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,5,1093.25
No,Points,3,Postcard,1,Low,0,Medium,1,1,1,1487.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,3,2,1045.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,3,4,1016
No,Air Miles,0,Postcard,1,Low,0,Low,0,2,2,1126.5
No,Cash Back,1,Postcard,1,High,3,Medium,1,2,4,1166.75
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,5,1305.75
No,Air Miles,0,Letter,0,Medium,1,High,2,3,6,905
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,3,864.25
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,5,816
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,3,5,0
No,Cash Back,1,Postcard,1,Low,0,Medium,1,1,5,965.5
No,Cash Back,1,Letter,0,High,3,Medium,1,1,5,1005.75
No,Air Miles,0,Postcard,1,Medium,1,High,2,3,3,1074.25
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,4,1042.25
No,Air Miles,0,Letter,0,Medium,1,Low,0,3,2,1248.5
No,Air Miles,0,Letter,0,Low,0,Low,0,3,3,1043.5
No,Cash Back,1,Postcard,1,High,3,Medium,1,1,4,1017
No,Air Miles,0,Letter,0,High,3,Low,0,2,3,939.25
No,Points,3,Postcard,1,Medium,1,High,2,2,5,1204.25
No,Points,3,Letter,0,Medium,1,Low,0,1,3,392.25
No,Air Miles,0,Postcard,1,High,3,Medium,1,1,3,299
Yes,Air Miles,0,Postcard,1,Low,0,Low,0,2,1,276
No,Cash Back,1,Postcard,1,Medium,1,Low,0,4,3,1025.75
No,Air Miles,0,Letter,0,Low,0,High,2,2,5,1032.25
No,Air Miles,0,Letter,0,Low,0,Medium,1,1,3,338.25
No,Air Miles,0,Postcard,1,High,3,High,2,2,3,1195.25
No,Air Miles,0,Letter,0,High,3,High,2,2,4,1240.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,3,976
No,Air Miles,0,Letter,0,High,3,Low,0,1,4,1061.5
No,Points,3,Letter,0,Medium,1,High,2,2,2,1016.75
No,Points,3,Postcard,1,Medium,1,Medium,1,1,4,48.25
No,Cash Back,1,Letter,0,Medium,1,High,2,2,1,1173.25
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,4,779.25
No,Points,3,Postcard,1,High,3,Medium,1,3,3,787
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,4,875
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,2,211.25
No,Cash Back,1,Postcard,1,Low,0,High,2,2,2,872.75
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,3,869
No,Air Miles,0,Postcard,1,High,3,Medium,1,2,3,1065.5
No,Points,3,Letter,0,High,3,Medium,1,2,3,255.5
No,Points,3,Letter,0,Medium,1,Medium,1,1,3,1312.25
No,Points,3,Postcard,1,Medium,1,Medium,1,1,4,968
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,4,1297
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,3,1193.25
No,Points,3,Postcard,1,Medium,1,High,2,1,3,1022.75
No,Cash Back,1,Letter,0,Medium,1,Low,0,1,2,1092
No,Cash Back,1,Postcard,1,High,3,Low,0,1,2,1501.25
No,Points,3,Postcard,1,Medium,1,High,2,2,4,1813.25
No,Air Miles,0,Postcard,1,Medium,1,Low,0,1,4,1298.75
No,Cash Back,1,Letter,0,Low,0,High,2,2,4,196.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,5,713.25
No,Cash Back,1,Postcard,1,High,3,Medium,1,3,3,1180.25
No,Cash Back,1,Letter,0,Medium,1,High,2,3,5,1151
No,Points,3,Postcard,1,Medium,1,High,2,2,3,1221.25
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,2,1031.25
No,Points,3,Letter,0,Medium,1,Medium,1,1,2,1070.25
No,Points,3,Letter,0,Low,0,High,2,3,4,1068
No,Cash Back,1,Postcard,1,Low,0,High,2,2,4,258.75
No,Points,3,Letter,0,Medium,1,Low,0,1,4,1337.5
No,Points,3,Letter,0,Medium,1,Low,0,2,5,1706.25
No,Cash Back,1,Letter,0,High,3,Medium,1,3,3,233
No,Air Miles,0,Letter,0,Low,0,Low,0,3,2,347
No,Points,3,Letter,0,Medium,1,Medium,1,2,5,1005.5
Yes,Cash Back,1,Postcard,1,Low,0,Low,0,2,3,1436.25
No,Points,3,Letter,0,Low,0,Low,0,2,6,1025
No,Air Miles,0,Letter,0,Medium,1,High,2,1,3,1474.5
No,Air Miles,0,Letter,0,Low,0,Low,0,1,5,1104.5
No,Air Miles,0,Postcard,1,High,3,High,2,3,4,1127
No,Cash Back,1,Letter,0,Medium,1,High,2,2,2,773.25
No,Cash Back,1,Postcard,1,High,3,High,2,1,2,699.5
No,Cash Back,1,Postcard,1,High,3,Medium,1,3,3,1062.5
No,Air Miles,0,Letter,0,Low,0,Medium,1,1,3,1077
Yes,Air Miles,0,Letter,0,Medium,1,Medium,1,3,3,673.5
No,Points,3,Letter,0,High,3,Medium,1,2,5,755.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,2,1730.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,3,779.75
No,Cash Back,1,Postcard,1,High,3,High,2,1,4,273.5
No,Points,3,Postcard,1,Medium,1,Low,0,2,4,1322.25
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,3,4,279
No,Points,3,Letter,0,Medium,1,Medium,1,4,4,964
No,Cash Back,1,Letter,0,High,3,Low,0,4,4,370
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,3,3,745.5
No,Air Miles,0,Letter,0,High,3,Low,0,2,4,1211.25
No,Points,3,Postcard,1,High,3,Low,0,2,4,1100.25
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,4,753.75
No,Cash Back,1,Letter,0,High,3,High,2,2,4,780.5
No,Cash Back,1,Letter,0,Medium,1,High,2,2,4,950.5
No,Air Miles,0,Letter,0,High,3,Medium,1,1,3,792.75
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,3,995
No,Cash Back,1,Postcard,1,High,3,High,2,4,3,1866
No,Cash Back,1,Letter,0,Low,0,Medium,1,3,3,1080.75
No,Points,3,Letter,0,Medium,1,Low,0,1,5,1357.5
No,Points,3,Postcard,1,Medium,1,Medium,1,2,4,246.75
No,Cash Back,1,Letter,0,High,3,Low,0,4,5,149.25
No,Points,3,Postcard,1,Medium,1,Low,0,2,4,230.75
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,3,1711.25
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,2,804.75
No,Points,3,Letter,0,Medium,1,Low,0,2,2,1223
No,Air Miles,0,Postcard,1,Medium,1,Low,0,1,5,1209.5
No,Points,3,Postcard,1,High,3,Low,0,1,2,256.75
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,3,4,1338.5
No,Cash Back,1,Letter,0,Low,0,Medium,1,2,2,902.5
No,Air Miles,0,Postcard,1,High,3,Low,0,2,3,163.25
No,Points,3,Postcard,1,High,3,Low,0,2,3,1063.75
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,2,134
No,Points,3,Letter,0,Medium,1,Medium,1,1,2,1111
No,Cash Back,1,Letter,0,High,3,Low,0,3,4,925.25
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,2,728
No,Air Miles,0,Letter,0,Low,0,High,2,1,3,937.75
No,Cash Back,1,Letter,0,Medium,1,High,2,2,2,1332
No,Air Miles,0,Letter,0,Low,0,High,2,1,5,695.5
No,Points,3,Postcard,1,High,3,Low,0,3,2,777.5
No,Points,3,Postcard,1,Medium,1,Low,0,3,4,1022
No,Points,3,Postcard,1,Medium,1,High,2,1,4,1051.5
No,Cash Back,1,Postcard,1,Low,0,Medium,1,2,5,1025
No,Air Miles,0,Postcard,1,Low,0,Low,0,3,4,1074.5
No,Points,3,Letter,0,Medium,1,Low,0,2,5,831.25
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,1,3,1066.75
No,Points,3,Postcard,1,Low,0,High,2,2,5,1034.5
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,2,379
No,Air Miles,0,Postcard,1,Medium,1,High,2,3,3,1170.25
No,Points,3,Postcard,1,Medium,1,Medium,1,1,3,934.75
No,Points,3,Postcard,1,Medium,1,Medium,1,2,2,268.75
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,4,994.75
No,Points,3,Letter,0,High,3,High,2,3,5,1309.25
No,Cash Back,1,Letter,0,High,3,Medium,1,2,5,356.75
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,5,1012
No,Points,3,Postcard,1,High,3,Low,0,1,3,1151.25
No,Points,3,Letter,0,Low,0,High,2,2,4,1052
No,Points,3,Letter,0,High,3,Low,0,2,2,1000.5
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,2,1053.75
No,Points,3,Letter,0,High,3,Low,0,3,3,1180
No,Air Miles,0,Letter,0,Low,0,High,2,3,4,1071.75
No,Points,3,Postcard,1,Low,0,Medium,1,3,4,211
No,Air Miles,0,Postcard,1,High,3,Low,0,2,4,1025.75
No,Cash Back,1,Postcard,1,Medium,1,Low,0,1,5,1080.5
No,Cash Back,1,Postcard,1,Low,0,Medium,1,1,4,956.25
No,Air Miles,0,Postcard,1,Medium,1,Low,0,1,4,1036.75
No,Air Miles,0,Letter,0,High,3,Low,0,2,4,1081.5
No,Air Miles,0,Letter,0,Medium,1,High,2,1,3,1129.25
No,Air Miles,0,Letter,0,Low,0,Medium,1,1,2,875.75
No,Cash Back,1,Postcard,1,Low,0,High,2,1,3,1104.5
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,3,1040.25
No,Cash Back,1,Postcard,1,Medium,1,Low,0,1,2,1069
Yes,Air Miles,0,Postcard,1,Medium,1,Medium,1,3,5,1227.25
No,Air Miles,0,Postcard,1,Medium,1,Low,0,1,4,939.5
No,Cash Back,1,Postcard,1,High,3,High,2,1,5,1045.75
No,Points,3,Letter,0,Medium,1,Low,0,4,4,1169.5
No,Cash Back,1,Postcard,1,High,3,High,2,1,2,1163.25
No,Cash Back,1,Letter,0,High,3,High,2,2,2,221.5
No,Air Miles,0,Postcard,1,High,3,Low,0,1,4,925.75
No,Points,3,Letter,0,High,3,Low,0,1,3,926
No,Points,3,Letter,0,High,3,Low,0,1,4,1773.25
No,Air Miles,0,Postcard,1,High,3,High,2,2,5,1170.25
No,Points,3,Postcard,1,Low,0,High,2,2,3,1263.75
No,Cash Back,1,Postcard,1,High,3,Low,0,2,5,1099.25
No,Points,3,Letter,0,Low,0,Low,0,2,4,1312.25
No,Air Miles,0,Letter,0,Low,0,High,2,3,3,999.25
Yes,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,4,169.25
No,Cash Back,1,Letter,0,Low,0,Low,0,1,4,861.5
Yes,Cash Back,1,Postcard,1,Medium,1,Low,0,1,3,1123.5
No,Points,3,Letter,0,Medium,1,Low,0,2,2,350.75
No,Cash Back,1,Letter,0,Medium,1,Medium,1,2,3,186.25
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,4,1060.5
Yes,Points,3,Postcard,1,Low,0,High,2,2,2,684
Yes,Cash Back,1,Postcard,1,Medium,1,Low,0,2,5,905.5
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,4,895.5
No,Air Miles,0,Letter,0,Low,0,Low,0,3,1,1113
No,Points,3,Letter,0,Medium,1,Medium,1,1,4,1057
No,Points,3,Postcard,1,Medium,1,High,2,3,3,175.5
No,Points,3,Letter,0,Low,0,High,2,2,4,1182.75
No,Points,3,Postcard,1,Medium,1,Low,0,1,2,921.75
No,Cash Back,1,Letter,0,High,3,Medium,1,1,3,1016.5
No,Air Miles,0,Postcard,1,Low,0,Low,0,1,6,1371.25
No,Points,3,Letter,0,Medium,1,Low,0,1,5,1064.5
No,Air Miles,0,Postcard,1,Low,0,Medium,1,2,1,926.5
No,Air Miles,0,Postcard,1,Medium,1,Low,0,1,3,1104.5
No,Air Miles,0,Letter,0,High,3,High,2,2,4,692.25
No,Cash Back,1,Postcard,1,Medium,1,Low,0,1,4,715.75
No,Points,3,Letter,0,Low,0,Medium,1,3,6,887
No,Cash Back,1,Letter,0,Medium,1,Low,0,3,2,693.75
No,Cash Back,1,Letter,0,Medium,1,Medium,1,1,5,677
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,4,1329.5
No,Points,3,Postcard,1,High,3,High,2,3,3,1208.5
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,3,1021.5
No,Points,3,Postcard,1,Medium,1,Medium,1,1,3,1007
No,Cash Back,1,Postcard,1,Low,0,Low,0,1,4,904.25
No,Air Miles,0,Letter,0,Medium,1,High,2,2,2,1312.5
No,Points,3,Postcard,1,Medium,1,Medium,1,3,3,1125
No,Cash Back,1,Letter,0,Medium,1,High,2,1,5,1229.5
No,Points,3,Postcard,1,Low,0,Medium,1,1,3,731.5
No,Air Miles,0,Letter,0,High,3,Low,0,1,3,278.75
No,Air Miles,0,Letter,0,Medium,1,High,2,2,3,182.75
No,Cash Back,1,Letter,0,Medium,1,Medium,1,3,2,949
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,4,1252.5
No,Points,3,Postcard,1,Medium,1,Medium,1,1,2,1148.5
No,Points,3,Postcard,1,High,3,Medium,1,2,4,144.25
No,Air Miles,0,Letter,0,Low,0,Medium,1,3,4,1172
No,Air Miles,0,Letter,0,High,3,Low,0,2,3,220.25
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,1,949.25
Yes,Air Miles,0,Postcard,1,Low,0,Medium,1,1,3,1315.25
No,Air Miles,0,Letter,0,Medium,1,High,2,4,2,1279.5
Yes,Air Miles,0,Letter,0,High,3,Medium,1,2,5,1151
No,Points,3,Postcard,1,High,3,High,2,1,3,1037.5
Yes,Air Miles,0,Letter,0,High,3,Low,0,2,3,886.75
No,Cash Back,1,Letter,0,Medium,1,Medium,1,1,5,768.75
No,Cash Back,1,Postcard,1,High,3,Medium,1,2,4,1055.25
No,Air Miles,0,Letter,0,Medium,1,High,2,1,1,942.75
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,2,1243.25
No,Points,3,Postcard,1,High,3,High,2,2,3,665.75
No,Air Miles,0,Letter,0,Low,0,High,2,1,2,1732
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,3,736.5
No,Cash Back,1,Letter,0,Medium,1,High,2,1,3,967.75
No,Cash Back,1,Postcard,1,Medium,1,Low,0,3,2,883.75
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,3,5,1733.25
No,Points,3,Letter,0,Low,0,Medium,1,2,2,803.75
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,3,647
No,Points,3,Letter,0,Medium,1,Low,0,1,2,1235.5
No,Points,3,Postcard,1,Medium,1,Medium,1,3,4,843
No,Cash Back,1,Letter,0,High,3,High,2,2,5,1131.25
No,Cash Back,1,Postcard,1,Medium,1,Low,0,1,4,1111.25
No,Points,3,Letter,0,Medium,1,Low,0,1,3,1154.25
No,Points,3,Postcard,1,Medium,1,Medium,1,1,2,975.75
Yes,Points,3,Postcard,1,High,3,Medium,1,1,2,1033.5
No,Air Miles,0,Postcard,1,Low,0,High,2,1,2,1100.75
No,Air Miles,0,Letter,0,Medium,1,High,2,2,1,1181.25
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,6,294
No,Cash Back,1,Letter,0,Medium,1,Medium,1,3,3,1131.5
No,Points,3,Letter,0,Low,0,Medium,1,1,3,1061.5
No,Air Miles,0,Letter,0,Medium,1,Low,0,3,4,770.75
No,Cash Back,1,Postcard,1,Low,0,High,2,3,3,1169.75
No,Cash Back,1,Letter,0,Medium,1,High,2,1,4,239.5
No,Points,3,Postcard,1,Low,0,Medium,1,2,5,261.75
No,Cash Back,1,Letter,0,Medium,1,Medium,1,2,4,1029.25
No,Cash Back,1,Postcard,1,High,3,Medium,1,2,4,885
Yes,Air Miles,0,Postcard,1,High,3,Low,0,3,2,1197.75
No,Points,3,Letter,0,Medium,1,Low,0,1,3,861.75
Yes,Air Miles,0,Postcard,1,Medium,1,Medium,1,3,3,1235.5
Yes,Points,3,Letter,0,Low,0,Low,0,3,3,321.5
No,Air Miles,0,Letter,0,Medium,1,High,2,2,3,1243.75
Yes,Air Miles,0,Postcard,1,Medium,1,Low,0,3,3,1143.5
