Customer Number,Offer Accepted,Reward,Mailer Type
4180,No,Cash Back,Letter
4181,No,Points,Postcard
4182,No,Air Miles,Postcard
4183,Yes,Air Miles,Postcard
4184,No,Cash Back,Letter
4185,No,Points,Letter
4186,No,Air Miles,Postcard
4187,No,Air Miles,Postcard
4188,No,Cash Back,Letter
4189,Yes,Air Miles,Postcard
4190,No,Points,Postcard
4191,No,Points,Postcard
4192,No,Cash Back,Postcard
4193,No,Air Miles,Postcard
4194,No,Cash Back,Postcard
4195,No,Cash Back,Letter
4196,No,Points,Postcard
4197,No,Points,Letter
4198,No,Cash Back,Postcard
4199,No,Cash Back,Letter
4200,No,Air Miles,Letter
4201,No,Air Miles,Letter
4202,No,Cash Back,Letter
4203,No,Air Miles,Letter
4204,No,Air Miles,Postcard
4205,No,Cash Back,Postcard
4206,No,Air Miles,Postcard
4207,No,Cash Back,Postcard
4208,No,Air Miles,Letter
4209,No,Points,Letter
4210,Yes,Air Miles,Letter
4211,No,Air Miles,Postcard
4212,No,Cash Back,Letter
4213,No,Points,Postcard
4214,No,Points,Postcard
4215,No,Cash Back,Letter
4216,No,Points,Postcard
4217,No,Points,Letter
4218,No,Cash Back,Letter
4219,No,Air Miles,Letter
4220,No,Air Miles,Letter
4221,No,Cash Back,Postcard
4222,Yes,Cash Back,Postcard
4223,No,Points,Postcard
4224,No,Air Miles,Postcard
4225,Yes,Points,Postcard
4226,No,Points,Postcard
4227,No,Cash Back,Postcard
4228,No,Cash Back,Postcard
4229,No,Points,Letter
4230,No,Points,Letter
4231,Yes,Points,Postcard
4232,No,Cash Back,Postcard
4233,No,Cash Back,Letter
4234,No,Air Miles,Postcard
4235,No,Cash Back,Postcard
4236,No,Points,Letter
4237,No,Cash Back,Letter
4238,No,Points,Letter
4239,No,Cash Back,Postcard
4240,No,Air Miles,Postcard
4241,No,Cash Back,Letter
4242,No,Cash Back,Postcard
4243,No,Points,Postcard
4244,No,Cash Back,Postcard
4245,No,Points,Postcard
4246,No,Air Miles,Postcard
4247,No,Air Miles,Postcard
4248,No,Air Miles,Postcard
4249,No,Air Miles,Postcard
4250,No,Air Miles,Postcard
4251,No,Points,Postcard
4252,No,Points,Letter
4253,No,Points,Letter
4254,No,Cash Back,Postcard
4255,No,Cash Back,Postcard
4256,No,Cash Back,Letter
4257,No,Cash Back,Letter
4258,No,Cash Back,Letter
4259,Yes,Cash Back,Postcard
4260,No,Air Miles,Letter
4261,No,Air Miles,Letter
4262,No,Air Miles,Postcard
4263,No,Cash Back,Postcard
4264,No,Points,Postcard
4265,No,Cash Back,Letter
4266,No,Cash Back,Postcard
4267,No,Points,Postcard
4268,Yes,Air Miles,Postcard
4269,No,Cash Back,Postcard
4270,No,Cash Back,Letter
4271,No,Cash Back,Letter
4272,No,Air Miles,Postcard
4273,No,Cash Back,Postcard
4274,No,Air Miles,Letter
4275,No,Points,Postcard
4276,No,Cash Back,Letter
4277,No,Cash Back,Postcard
4278,No,Air Miles,Letter
4279,No,Air Miles,Letter
4280,No,Cash Back,Postcard
4281,No,Cash Back,Postcard
4282,No,Air Miles,Postcard
4283,No,Points,Postcard
4284,No,Air Miles,Postcard
4285,No,Points,Letter
4286,Yes,Air Miles,Postcard
4287,No,Cash Back,Letter
4288,No,Points,Letter
4289,No,Cash Back,Postcard
4290,No,Points,Letter
4291,No,Points,Letter
4292,No,Air Miles,Postcard
4293,No,Cash Back,Letter
4294,No,Cash Back,Letter
4295,No,Points,Postcard
4296,No,Air Miles,Letter
4297,No,Air Miles,Letter
4298,No,Cash Back,Postcard
4299,No,Air Miles,Postcard
4300,No,Cash Back,Postcard
4301,No,Cash Back,Postcard
4302,No,Cash Back,Letter
4303,No,Cash Back,Postcard
4304,No,Air Miles,Letter
4305,No,Cash Back,Postcard
4306,Yes,Air Miles,Postcard
4307,No,Points,Postcard
4308,No,Air Miles,Postcard
4309,No,Points,Postcard
4310,No,Points,Postcard
4311,No,Air Miles,Postcard
4312,No,Points,Postcard
4313,No,Air Miles,Postcard
4314,No,Air Miles,Letter
4315,Yes,Air Miles,Postcard
4316,No,Air Miles,Letter
4317,No,Cash Back,Letter
4318,No,Points,Postcard
4319,No,Cash Back,Letter
4320,Yes,Air Miles,Postcard
4321,Yes,Air Miles,Letter
4322,No,Points,Postcard
4323,No,Air Miles,Letter
4324,No,Points,Postcard
4325,No,Air Miles,Postcard
4326,No,Cash Back,Postcard
4327,No,Cash Back,Letter
4328,No,Air Miles,Postcard
4329,No,Cash Back,Postcard
4330,No,Points,Postcard
4331,No,Cash Back,Letter
4332,No,Air Miles,Postcard
4333,No,Air Miles,Letter
4334,No,Cash Back,Postcard
4335,No,Points,Letter
4336,No,Cash Back,Letter
4337,No,Points,Postcard
4338,No,Cash Back,Postcard
4339,No,Air Miles,Letter
4340,No,Cash Back,Postcard
4341,No,Points,Postcard
4342,No,Points,Letter
4343,No,Points,Postcard
4344,No,Air Miles,Postcard
4345,No,Air Miles,Letter
4346,No,Cash Back,Postcard
4347,No,Points,Postcard
4348,No,Points,Letter
4349,No,Air Miles,Letter
4350,No,Air Miles,Letter
4351,No,Cash Back,Letter
4352,No,Air Miles,Letter
4353,No,Air Miles,Letter
4354,No,Points,Letter
4355,No,Points,Letter
4356,No,Points,Letter
4357,No,Air Miles,Postcard
4358,No,Points,Letter
4359,No,Cash Back,Letter
4360,No,Air Miles,Letter
4361,No,Cash Back,Letter
4362,No,Air Miles,Letter
4363,No,Points,Postcard
4364,No,Points,Postcard
4365,No,Air Miles,Postcard
4366,No,Air Miles,Postcard
4367,No,Air Miles,Postcard
4368,No,Cash Back,Letter
4369,No,Points,Letter
4370,No,Cash Back,Letter
4371,No,Points,Postcard
4372,No,Air Miles,Letter
4373,No,Air Miles,Postcard
4374,No,Air Miles,Letter
4375,No,Cash Back,Letter
4376,No,Air Miles,Postcard
4377,No,Cash Back,Letter
4378,No,Cash Back,Postcard
4379,No,Points,Postcard
4380,No,Air Miles,Letter
4381,No,Air Miles,Letter
4382,No,Cash Back,Letter
4383,No,Points,Letter
4384,No,Cash Back,Postcard
4385,No,Cash Back,Letter
4386,No,Points,Postcard
4387,No,Air Miles,Letter
4388,No,Air Miles,Letter
4389,No,Points,Letter
4390,No,Air Miles,Letter
4391,No,Air Miles,Letter
4392,No,Cash Back,Letter
4393,No,Cash Back,Postcard
4394,No,Points,Postcard
4395,No,Points,Postcard
4396,No,Points,Letter
4397,No,Air Miles,Letter
4398,No,Points,Letter
4399,No,Air Miles,Letter
4400,Yes,Cash Back,Postcard
4401,No,Points,Postcard
4402,No,Air Miles,Postcard
4403,No,Points,Letter
4404,No,Air Miles,Letter
4405,No,Cash Back,Postcard
4406,No,Points,Letter
4407,No,Cash Back,Postcard
4408,No,Air Miles,Letter
4409,No,Air Miles,Letter
4410,No,Air Miles,Letter
4411,No,Points,Postcard
4412,No,Air Miles,Postcard
4413,No,Cash Back,Postcard
4414,No,Points,Postcard
4415,No,Points,Postcard
4416,No,Points,Postcard
4417,No,Cash Back,Letter
4418,No,Cash Back,Letter
4419,No,Cash Back,Postcard
4420,Yes,Cash Back,Letter
4421,No,Points,Letter
4422,No,Cash Back,Postcard
4423,No,Air Miles,Letter
4424,No,Cash Back,Postcard
4425,No,Points,Postcard
4426,No,Cash Back,Letter
4427,No,Cash Back,Postcard
4428,No,Cash Back,Postcard
4429,No,Cash Back,Postcard
4430,No,Cash Back,Letter
4431,No,Points,Postcard
4432,No,Air Miles,Postcard
4433,No,Air Miles,Letter
4434,No,Cash Back,Letter
4435,No,Air Miles,Letter
4436,No,Points,Letter
4437,No,Air Miles,Letter
4438,No,Air Miles,Letter
4439,No,Cash Back,Postcard
4440,No,Air Miles,Postcard
4441,No,Points,Letter
4442,No,Cash Back,Postcard
4443,No,Cash Back,Postcard
4444,No,Cash Back,Letter
4445,No,Cash Back,Letter
4446,No,Air Miles,Letter
4447,No,Cash Back,Letter
4448,No,Air Miles,Letter
4449,No,Cash Back,Letter
4450,Yes,Points,Postcard
4451,No,Cash Back,Letter
4452,No,Points,Postcard
4453,No,Points,Postcard
4454,No,Air Miles,Postcard
4455,No,Points,Postcard
4456,No,Cash Back,Letter
4457,No,Air Miles,Postcard
4458,No,Air Miles,Postcard
4459,No,Cash Back,Postcard
4460,No,Air Miles,Letter
4461,No,Points,Letter
4462,No,Points,Letter
4463,No,Air Miles,Letter
4464,No,Points,Postcard
4465,Yes,Points,Letter
4466,No,Points,Postcard
4467,No,Cash Back,Postcard
4468,No,Cash Back,Letter
4469,No,Cash Back,Letter
4470,No,Points,Letter
4471,No,Cash Back,Letter
4472,No,Points,Letter
4473,No,Cash Back,Postcard
4474,No,Points,Letter
4475,No,Points,Letter
4476,No,Air Miles,Letter
4477,No,Cash Back,Postcard
4478,No,Points,Postcard
4479,No,Air Miles,Letter
4480,Yes,Air Miles,Letter
4481,No,Air Miles,Postcard
4482,No,Cash Back,Postcard
4483,No,Air Miles,Postcard
4484,No,Points,Letter
4485,No,Cash Back,Letter
4486,No,Points,Postcard
4487,No,Air Miles,Postcard
4488,No,Cash Back,Letter
4489,No,Air Miles,Letter
4490,No,Air Miles,Postcard
4491,No,Points,Letter
4492,No,Points,Letter
4493,No,Air Miles,Letter
4494,No,Cash Back,Letter
4495,No,Points,Letter
4496,No,Cash Back,Postcard
4497,No,Points,Postcard
4498,No,Air Miles,Letter
4499,No,Points,Letter
4500,No,Air Miles,Postcard
4501,No,Points,Letter
4502,No,Points,Postcard
4503,No,Points,Letter
4504,No,Air Miles,Postcard
4505,Yes,Points,Letter
4506,No,Cash Back,Letter
4507,No,Points,Letter
4508,No,Cash Back,Postcard
4509,No,Air Miles,Postcard
4510,Yes,Cash Back,Postcard
4511,No,Cash Back,Letter
4512,No,Points,Letter
4513,No,Points,Postcard
4514,No,Cash Back,Letter
4515,No,Air Miles,Letter
4516,No,Cash Back,Letter
4517,No,Points,Letter
4518,No,Air Miles,Letter
4519,No,Cash Back,Postcard
4520,No,Air Miles,Letter
4521,No,Air Miles,Letter
4522,No,Cash Back,Letter
4523,No,Air Miles,Postcard
4524,No,Cash Back,Postcard
4525,No,Air Miles,Letter
4526,No,Cash Back,Postcard
4527,No,Cash Back,Postcard
4528,No,Air Miles,Letter
4529,No,Cash Back,Postcard
4530,No,Points,Letter
4531,No,Points,Letter
4532,No,Cash Back,Letter
4533,No,Air Miles,Letter
4534,No,Air Miles,Postcard
4535,Yes,Cash Back,Letter
4536,No,Points,Letter
4537,No,Air Miles,Postcard
4538,No,Air Miles,Postcard
4539,No,Cash Back,Postcard
4540,No,Air Miles,Letter
4541,No,Air Miles,Postcard
4542,No,Air Miles,Postcard
4543,No,Points,Letter
4544,Yes,Points,Letter
4545,No,Points,Postcard
4546,No,Air Miles,Letter
4547,No,Points,Letter
4548,No,Air Miles,Letter
4549,No,Points,Letter
4550,No,Air Miles,Postcard
4551,No,Points,Letter
4552,No,Cash Back,Letter
4553,No,Air Miles,Postcard
4554,No,Cash Back,Postcard
4555,No,Cash Back,Postcard
4556,No,Cash Back,Postcard
4557,No,Air Miles,Postcard
4558,No,Air Miles,Letter
4559,No,Air Miles,Postcard
4560,No,Cash Back,Letter
4561,No,Points,Letter
4562,No,Air Miles,Letter
4563,No,Air Miles,Letter
4564,Yes,Air Miles,Postcard
4565,No,Cash Back,Postcard
4566,No,Points,Postcard
4567,No,Cash Back,Postcard
4568,No,Cash Back,Letter
4569,No,Air Miles,Postcard
4570,No,Points,Letter
4571,Yes,Air Miles,Letter
4572,No,Points,Letter
4573,No,Air Miles,Letter
4574,No,Air Miles,Postcard
4575,No,Air Miles,Letter
4576,No,Cash Back,Postcard
4577,No,Air Miles,Postcard
4578,No,Air Miles,Postcard
4579,No,Air Miles,Letter
4580,No,Air Miles,Letter
4581,No,Cash Back,Letter
4582,No,Air Miles,Letter
4583,No,Cash Back,Letter
4584,No,Points,Letter
4585,No,Points,Postcard
4586,No,Air Miles,Postcard
4587,No,Points,Postcard
4588,No,Air Miles,Letter
4589,No,Air Miles,Postcard
4590,No,Points,Postcard
4591,No,Points,Postcard
4592,No,Points,Postcard
4593,No,Air Miles,Postcard
4594,No,Cash Back,Postcard
4595,No,Cash Back,Postcard
4596,No,Points,Postcard
4597,No,Air Miles,Postcard
4598,No,Air Miles,Postcard
4599,No,Cash Back,Postcard
4600,No,Air Miles,Letter
4601,No,Air Miles,Letter
4602,No,Cash Back,Letter
4603,No,Points,Letter
4604,No,Points,Letter
4605,No,Air Miles,Postcard
4606,No,Points,Letter
4607,No,Cash Back,Postcard
4608,Yes,Points,Postcard
4609,Yes,Air Miles,Postcard
4610,Yes,Air Miles,Postcard
4611,No,Points,Postcard
4612,No,Cash Back,Letter
4613,No,Cash Back,Postcard
4614,No,Air Miles,Letter
4615,No,Points,Postcard
4616,No,Points,Letter
4617,No,Points,Letter
4618,No,Air Miles,Postcard
4619,No,Air Miles,Postcard
4620,No,Air Miles,Postcard
4621,No,Points,Postcard
4622,No,Cash Back,Postcard
4623,No,Cash Back,Letter
4624,No,Points,Postcard
4625,No,Points,Postcard
4626,No,Points,Letter
4627,No,Cash Back,Letter
4628,No,Air Miles,Postcard
4629,No,Cash Back,Letter
4630,No,Points,Letter
4631,Yes,Air Miles,Postcard
4632,No,Cash Back,Letter
4633,No,Cash Back,Letter
4634,No,Points,Letter
4635,No,Points,Letter
4636,No,Cash Back,Letter
4637,No,Air Miles,Letter
4638,No,Cash Back,Letter
4639,No,Points,Postcard
4640,No,Air Miles,Postcard
4641,No,Cash Back,Letter
4642,No,Air Miles,Postcard
4643,No,Cash Back,Postcard
4644,No,Points,Letter
4645,Yes,Air Miles,Postcard
4646,No,Air Miles,Postcard
4647,No,Points,Letter
4648,No,Air Miles,Letter
4649,No,Cash Back,Postcard
4650,No,Cash Back,Postcard
4651,No,Points,Letter
4652,No,Cash Back,Letter
4653,No,Cash Back,Letter
4654,No,Points,Postcard
4655,No,Points,Postcard
4656,No,Cash Back,Postcard
4657,No,Points,Letter
4658,No,Cash Back,Postcard
4659,No,Air Miles,Postcard
4660,Yes,Points,Letter
4661,No,Cash Back,Postcard
4662,No,Points,Postcard
4663,No,Points,Letter
4664,No,Cash Back,Letter
4665,No,Cash Back,Letter
4666,No,Points,Letter
4667,No,Cash Back,Letter
4668,No,Points,Letter
4669,No,Cash Back,Postcard
4670,No,Cash Back,Postcard
4671,No,Air Miles,Postcard
4672,No,Air Miles,Postcard
4673,No,Air Miles,Postcard
4674,Yes,Points,Postcard
4675,No,Cash Back,Letter
4676,No,Air Miles,Postcard
4677,No,Points,Letter
4678,No,Cash Back,Letter
4679,No,Cash Back,Letter
4680,No,Air Miles,Postcard
4681,No,Air Miles,Postcard
4682,No,Points,Letter
4683,No,Cash Back,Postcard
4684,No,Air Miles,Letter
4685,Yes,Air Miles,Postcard
4686,No,Points,Postcard
4687,No,Points,Postcard
4688,No,Air Miles,Postcard
4689,No,Points,Letter
4690,No,Cash Back,Postcard
4691,No,Cash Back,Postcard
4692,No,Points,Postcard
4693,No,Points,Letter
4694,No,Air Miles,Letter
4695,No,Air Miles,Letter
4696,Yes,Air Miles,Postcard
4697,No,Cash Back,Letter
4698,No,Cash Back,Postcard
4699,No,Points,Letter
4700,No,Points,Postcard
4701,No,Cash Back,Letter
4702,No,Air Miles,Postcard
4703,No,Cash Back,Postcard
4704,Yes,Air Miles,Letter
4705,No,Air Miles,Letter
4706,No,Points,Postcard
4707,No,Points,Postcard
4708,No,Cash Back,Letter
4709,No,Cash Back,Letter
4710,No,Air Miles,Postcard
4711,No,Cash Back,Letter
4712,No,Points,Letter
4713,No,Air Miles,Letter
4714,No,Points,Letter
4715,No,Cash Back,Letter
4716,No,Points,Postcard
4717,No,Cash Back,Postcard
4718,No,Points,Postcard
4719,No,Air Miles,Letter
4720,No,Cash Back,Letter
4721,No,Cash Back,Letter
4722,No,Cash Back,Postcard
4723,No,Cash Back,Letter
4724,No,Cash Back,Letter
4725,No,Points,Postcard
4726,No,Air Miles,Postcard
4727,No,Air Miles,Postcard
4728,No,Points,Postcard
4729,No,Air Miles,Postcard
4730,No,Air Miles,Postcard
4731,No,Cash Back,Postcard
4732,No,Points,Letter
4733,Yes,Air Miles,Postcard
4734,Yes,Air Miles,Postcard
4735,No,Points,Postcard
4736,No,Cash Back,Letter
4737,No,Air Miles,Letter
4738,No,Cash Back,Letter
4739,No,Air Miles,Letter
4740,No,Air Miles,Letter
4741,No,Cash Back,Letter
4742,No,Air Miles,Postcard
4743,No,Points,Letter
4744,No,Cash Back,Postcard
4745,No,Cash Back,Letter
4746,No,Points,Postcard
4747,No,Cash Back,Postcard
4748,No,Points,Postcard
4749,No,Points,Letter
4750,No,Air Miles,Letter
4751,No,Points,Letter
4752,No,Air Miles,Letter
4753,No,Points,Letter
4754,No,Air Miles,Postcard
4755,No,Cash Back,Letter
4756,No,Air Miles,Letter
4757,No,Cash Back,Letter
4758,No,Points,Postcard
4759,No,Cash Back,Postcard
4760,No,Points,Postcard
4761,No,Cash Back,Letter
4762,No,Points,Letter
4763,Yes,Cash Back,Letter
4764,No,Points,Letter
4765,No,Points,Postcard
4766,No,Points,Postcard
4767,No,Points,Letter
4768,No,Points,Letter
4769,No,Cash Back,Postcard
4770,No,Points,Letter
4771,No,Points,Postcard
4772,No,Cash Back,Postcard
4773,No,Cash Back,Postcard
4774,No,Cash Back,Postcard
4775,No,Air Miles,Postcard
4776,No,Cash Back,Postcard
4777,No,Cash Back,Postcard
4778,No,Air Miles,Postcard
4779,No,Points,Postcard
4780,Yes,Air Miles,Postcard
4781,No,Cash Back,Letter
4782,No,Cash Back,Letter
4783,No,Air Miles,Postcard
4784,No,Points,Letter
4785,No,Points,Postcard
4786,No,Air Miles,Letter
4787,No,Air Miles,Postcard
4788,No,Points,Postcard
4789,No,Air Miles,Postcard
4790,No,Cash Back,Postcard
4791,No,Cash Back,Letter
4792,No,Points,Letter
4793,No,Air Miles,Postcard
4794,No,Air Miles,Letter
4795,No,Cash Back,Postcard
4796,Yes,Points,Postcard
4797,No,Cash Back,Postcard
4798,No,Air Miles,Postcard
4799,No,Points,Letter
4800,No,Points,Letter
4801,No,Air Miles,Letter
4802,No,Points,Postcard
4803,No,Cash Back,Postcard
4804,No,Points,Letter
4805,No,Cash Back,Postcard
4806,No,Points,Postcard
4807,No,Air Miles,Letter
4808,Yes,Air Miles,Postcard
4809,No,Air Miles,Letter
4810,No,Cash Back,Letter
4811,No,Cash Back,Letter
4812,No,Air Miles,Letter
4813,No,Points,Postcard
4814,No,Cash Back,Letter
4815,No,Points,Letter
4816,No,Air Miles,Letter
4817,No,Points,Letter
4818,No,Points,Postcard
4819,No,Cash Back,Postcard
4820,No,Air Miles,Letter
4821,No,Air Miles,Postcard
4822,No,Points,Letter
4823,No,Air Miles,Postcard
4824,No,Air Miles,Letter
4825,No,Points,Postcard
4826,No,Cash Back,Postcard
4827,No,Air Miles,Letter
4828,No,Air Miles,Letter
4829,No,Air Miles,Postcard
4830,No,Air Miles,Letter
4831,No,Cash Back,Letter
4832,Yes,Cash Back,Letter
4833,No,Points,Letter
4834,No,Points,Letter
4835,No,Cash Back,Letter
4836,No,Cash Back,Letter
4837,No,Points,Postcard
4838,No,Points,Postcard
4839,No,Air Miles,Letter
4840,No,Air Miles,Postcard
4841,No,Cash Back,Letter
4842,No,Cash Back,Letter
4843,No,Points,Postcard
4844,No,Points,Postcard
4845,No,Air Miles,Letter
4846,No,Air Miles,Letter
4847,No,Air Miles,Letter
4848,No,Air Miles,Postcard
4849,No,Air Miles,Postcard
4850,No,Air Miles,Letter
4851,No,Cash Back,Postcard
4852,No,Air Miles,Letter
4853,No,Points,Letter
4854,No,Cash Back,Letter
4855,No,Air Miles,Postcard
4856,No,Air Miles,Letter
4857,No,Cash Back,Postcard
4858,No,Cash Back,Postcard
4859,No,Cash Back,Postcard
4860,No,Cash Back,Letter
4861,No,Air Miles,Postcard
4862,No,Points,Letter
4863,No,Air Miles,Letter
4864,No,Cash Back,Letter
4865,No,Points,Postcard
4866,No,Points,Letter
4867,No,Air Miles,Postcard
4868,No,Air Miles,Letter
4869,No,Cash Back,Postcard
4870,No,Cash Back,Letter
4871,No,Points,Letter
4872,No,Cash Back,Letter
4873,No,Cash Back,Letter
4874,No,Points,Postcard
4875,No,Points,Letter
4876,No,Points,Letter
4877,No,Cash Back,Letter
4878,No,Air Miles,Postcard
4879,No,Cash Back,Postcard
4880,No,Points,Letter
4881,No,Points,Letter
4882,No,Air Miles,Letter
4883,Yes,Points,Postcard
4884,No,Air Miles,Letter
4885,No,Points,Letter
4886,No,Cash Back,Letter
4887,No,Air Miles,Letter
4888,No,Points,Letter
4889,No,Points,Postcard
4890,No,Air Miles,Letter
4891,No,Cash Back,Postcard
4892,No,Points,Postcard
4893,No,Points,Postcard
4894,No,Air Miles,Postcard
4895,No,Points,Letter
4896,No,Points,Letter
4897,No,Air Miles,Postcard
4898,No,Air Miles,Letter
4899,No,Points,Postcard
4900,No,Air Miles,Postcard
4901,No,Points,Postcard
4902,No,Air Miles,Letter
4903,No,Cash Back,Postcard
4904,No,Cash Back,Postcard
4905,No,Cash Back,Postcard
4906,Yes,Points,Letter
4907,No,Cash Back,Postcard
4908,No,Cash Back,Postcard
4909,No,Points,Postcard
4910,No,Cash Back,Letter
4911,No,Cash Back,Letter
4912,No,Cash Back,Postcard
4913,No,Cash Back,Letter
4914,No,Cash Back,Postcard
4915,No,Air Miles,Postcard
4916,No,Cash Back,Postcard
4917,No,Points,Postcard
4918,No,Air Miles,Postcard
4919,No,Air Miles,Postcard
4920,No,Points,Postcard
4921,No,Cash Back,Postcard
4922,No,Points,Postcard
4923,No,Air Miles,Letter
4924,No,Cash Back,Postcard
4925,No,Air Miles,Postcard
4926,No,Air Miles,Postcard
4927,No,Air Miles,Letter
4928,No,Points,Postcard
4929,No,Points,Postcard
4930,No,Cash Back,Postcard
4931,No,Points,Letter
4932,No,Points,Letter
4933,No,Cash Back,Letter
4934,No,Cash Back,Letter
4935,No,Cash Back,Letter
4936,No,Cash Back,Postcard
4937,No,Cash Back,Postcard
4938,No,Points,Postcard
4939,No,Points,Letter
4940,No,Cash Back,Postcard
4941,No,Points,Letter
4942,No,Points,Postcard
4943,No,Air Miles,Letter
4944,Yes,Air Miles,Postcard
4945,No,Cash Back,Letter
4946,No,Air Miles,Postcard
4947,No,Air Miles,Letter
