Customer Number,Income Level,Credit Rating,Credit Cards Held,Household Size,Average Balance
3728,Medium,Low,4,5,252.5
3729,Medium,High,1,2,1146.25
3730,Low,High,3,3,1160.75
3731,Medium,Low,1,4,1013.25
3732,Medium,Medium,2,4,1255
3733,Medium,Medium,4,3,669
3734,Low,Low,3,2,754.75
3735,Low,Medium,1,1,259.25
3736,Medium,High,1,4,1308.5
3737,Low,Medium,2,4,1401.25
3738,Low,High,1,5,1313
3739,Medium,Medium,1,3,974.5
3740,Low,Low,1,3,240
3741,High,Low,2,4,1295.5
3742,Low,High,1,1,1128.25
3743,Medium,Medium,3,6,1203.75
3744,Medium,Medium,3,4,925.5
3745,Medium,Low,2,3,1092.75
3746,High,Medium,2,5,1013.5
3747,High,High,1,3,1139.5
3748,Medium,Low,2,2,805.75
3749,High,High,1,4,289.25
3750,Medium,Low,1,2,734
3751,Medium,Low,2,3,883
3752,Low,Medium,2,3,794.75
3753,High,Low,2,3,960.5
3754,Low,Medium,1,3,1366
3755,Medium,Medium,2,6,900
3756,Low,High,2,3,963
3757,Medium,High,1,4,1064.75
3758,High,Low,1,4,1355.25
3759,High,Medium,2,5,941.75
3760,Low,Medium,2,4,918.5
3761,Low,High,2,3,956.5
3762,High,High,1,5,1182.75
3763,Medium,Low,3,5,1170.75
3764,Medium,Low,1,3,152.25
3765,High,High,1,3,887.75
3766,Medium,Medium,2,3,941.75
3767,Low,High,1,3,1042.75
3768,Medium,Medium,1,4,1038.5
3769,Medium,High,2,3,327.5
3770,High,Low,3,4,1147.5
3771,Medium,Medium,3,4,274.25
3772,High,Medium,2,5,1129.75
3773,Medium,Medium,2,3,708.5
3774,Medium,Medium,2,5,871.75
3775,Medium,High,3,3,946.25
3776,Medium,Medium,2,1,884.5
3777,High,High,2,4,1108.75
3778,Medium,Medium,1,3,1000.5
3779,Low,Medium,1,3,954.25
3780,High,High,1,4,1272
3781,Low,High,2,3,901.25
3782,High,Low,3,1,1157
3783,Medium,High,3,4,1058.75
3784,Medium,Medium,1,2,1195
3785,Medium,Low,1,4,1218.25
3786,Medium,Low,3,4,907.25
3787,Medium,Low,1,6,697.25
3788,High,High,2,3,1251.25
3789,Medium,Low,2,4,709
3790,Medium,High,3,3,0
3791,Medium,Medium,2,4,887.5
3792,Low,Medium,1,5,970.25
3793,Medium,Medium,1,3,1008.5
3794,Medium,Medium,2,4,689.5
3795,Low,Medium,2,5,1098
3796,Medium,Low,3,4,1318.5
3797,Medium,Medium,1,3,773.5
3798,High,Medium,2,4,1088.75
3799,Medium,Medium,3,3,611
3800,Low,Low,1,3,1320
3801,High,Medium,3,5,1318.25
3802,High,High,2,3,1065.5
3803,Medium,Low,3,2,836.5
3804,Low,Medium,2,4,1109.5
3805,Medium,Low,3,4,1011.75
3806,Medium,Low,3,5,896.75
3807,Low,Low,1,4,966
3808,Medium,Medium,2,6,762
3809,High,High,2,5,218.25
3810,Medium,Medium,1,2,1103.75
3811,Medium,Low,1,3,846.75
3812,Medium,Medium,1,2,165.5
3813,Medium,High,2,4,990.5
3814,Medium,Medium,4,6,1201.75
3815,Medium,Medium,3,4,762.75
3816,High,Low,1,2,231.75
3817,Medium,High,1,3,789
3818,Low,High,3,3,236
3819,Low,Low,2,5,1203.25
3820,Medium,Medium,1,5,1235.25
3821,High,High,2,4,1059.5
3822,Medium,Low,1,4,715.5
3823,Medium,Low,3,4,123.5
3824,Medium,High,3,3,340.75
3825,Medium,Medium,2,1,1230.75
3826,Medium,Medium,1,4,850.5
3827,Medium,High,2,2,178.5
3828,Medium,Medium,3,2,1166
3829,Medium,High,2,4,1001.5
3830,High,Low,3,4,1249.25
3831,Medium,Low,2,5,830.75
3832,Low,Medium,2,5,234.75
3833,Medium,Medium,1,3,282.5
3834,Medium,Low,1,2,1001
3835,Medium,Low,1,4,1018.5
3836,Medium,Low,2,3,880.25
3837,Medium,Medium,2,4,1266.75
3838,High,High,1,3,1012.25
3839,Low,Low,1,5,1018.75
3840,Medium,Low,2,4,835.25
3841,Medium,Low,1,2,897.75
3842,Medium,Low,3,5,1121.75
3843,Low,Medium,1,5,1204.75
3844,Medium,Low,1,4,960
3845,Medium,High,2,5,957.5
3846,High,High,2,3,840.75
3847,High,Medium,2,2,1135.5
3848,Low,High,2,3,939.75
3849,Medium,Low,2,3,1220.5
3850,Medium,High,1,4,1014
3851,Medium,Low,2,2,1206
3852,Medium,Medium,2,6,861
3853,High,Medium,2,4,1078.5
3854,Medium,Low,2,4,911.75
3855,Low,High,2,6,231.75
3856,Medium,High,2,2,946.5
3857,Low,Medium,2,2,1028.75
3858,Medium,High,2,3,760.5
3859,Medium,Low,1,5,1507.25
3860,High,Medium,1,3,1530.25
3861,High,Medium,3,2,844.75
3862,Medium,Low,1,3,260
3863,Low,High,2,3,875
3864,Medium,High,2,4,1149.5
3865,High,High,2,2,899.5
3866,Low,Medium,2,3,1157.25
3867,Low,High,2,4,850.25
3868,High,High,3,3,1726.75
3869,High,Low,1,2,1534.75
3870,High,Medium,3,3,979.25
3871,High,Low,2,4,703.25
3872,Low,Low,1,2,980.75
3873,Medium,Low,1,4,988.25
3874,Medium,High,2,3,1207
3875,Medium,Low,1,4,930
3876,Medium,High,3,3,1024.75
3877,Low,Medium,2,3,1122.75
3878,Low,Medium,1,6,1235
3879,High,Low,2,4,1046.5
3880,High,High,2,6,910.75
3881,Medium,Medium,1,3,746.5
3882,Medium,High,3,4,374
3883,Low,Medium,2,5,191
3884,Low,High,2,6,876
3885,High,Low,2,3,1157
3886,Medium,Medium,2,3,894.75
3887,Medium,Low,3,3,1264
3888,Low,Low,1,2,1185.5
3889,Low,Medium,4,1,1251
3890,Low,Low,1,5,919
3891,Low,High,2,2,1061.25
3892,High,Medium,1,4,1050.25
3893,High,High,2,4,1068
3894,Medium,High,2,3,936.5
3895,Medium,Low,1,5,1203
3896,Medium,Low,1,5,717
3897,Medium,High,2,4,1187
3898,Low,Low,2,2,750.75
3899,Medium,High,1,2,988.75
3900,Low,Low,2,4,1205.25
3901,Medium,Low,2,4,1053.25
3902,Medium,Low,1,4,1159.75
3903,Medium,High,1,3,959.75
3904,High,Low,2,3,861.75
3905,High,High,1,3,1263.5
3906,Medium,High,2,4,1099.5
3907,High,Medium,1,1,1266.75
3908,Medium,Low,2,5,989.25
3909,Low,Medium,2,5,115.5
3910,Medium,High,3,6,1461
3911,High,High,2,3,1206.25
3912,Medium,Medium,1,6,1285.75
3913,Medium,Low,2,2,1094.5
3914,High,High,3,2,925.25
3915,High,Low,1,1,212
3916,High,Low,1,5,1087.75
3917,Low,Medium,3,5,1149.5
3918,High,Low,2,3,229.5
3919,High,Medium,1,5,1104.75
3920,High,Medium,2,5,1115.5
3921,Low,High,2,4,1265
3922,High,Medium,2,3,1293.75
3923,Medium,High,2,4,1186.75
3924,Medium,Low,1,4,1733.75
3925,Medium,Low,2,3,1387.75
3926,Medium,High,1,3,1287
3927,Medium,Medium,3,3,1039.5
3928,Medium,Medium,2,1,191.5
3929,Medium,Medium,3,4,878.5
3930,Low,High,2,4,875.75
3931,Medium,Low,4,4,1372
3932,High,High,2,4,1090.75
3933,High,High,2,4,953.75
3934,High,Low,2,2,1152.5
3935,Medium,High,2,2,1031.75
3936,Low,Medium,2,6,1335.75
3937,Medium,High,2,3,311.75
3938,Medium,Low,2,3,728
3939,Low,High,2,4,1177
3940,High,High,3,2,758
3941,Medium,Low,3,5,1189.25
3942,Low,Medium,3,4,1272.25
3943,Medium,Low,1,3,1060.25
3944,High,Low,1,4,990.75
3945,High,High,2,2,752.5
3946,Medium,Medium,1,2,296
3947,Medium,High,3,4,1071.5
3948,Low,High,3,4,317
3949,High,Low,3,6,966.5
3950,Medium,Low,1,2,270.25
3951,Medium,High,3,2,966
3952,Medium,Medium,4,4,1042.5
3953,Medium,Low,2,4,861.75
3954,High,Medium,3,4,1144
3955,High,High,2,4,1072.25
3956,Low,Low,2,4,709.25
3957,Medium,Medium,1,5,1208.75
3958,Medium,Medium,1,4,1166
3959,High,Medium,2,3,1243.25
3960,Medium,Medium,1,4,932
3961,Medium,Low,1,4,982.75
3962,Low,Medium,3,4,750.5
3963,High,Low,1,2,1272.75
3964,Medium,Medium,2,4,1056.25
3965,Low,High,2,5,1134
3966,High,Medium,2,3,1167.75
3967,High,Medium,2,4,1110.5
3968,Medium,Medium,3,3,164
3969,Medium,Medium,2,1,1579.25
3970,High,High,2,4,129.75
3971,Medium,High,2,4,1233.25
3972,Medium,Medium,1,3,1594.75
3973,Medium,Medium,2,3,943
3974,High,Low,3,3,318
3975,Medium,Low,1,5,1314.25
3976,High,Medium,1,5,1148
3977,Low,High,4,3,193
3978,Medium,Medium,3,2,1266.5
3979,Low,High,2,4,659.25
3980,Medium,High,1,4,1047.25
3981,Medium,High,1,1,780.75
3982,High,Low,2,5,1043
3983,Medium,High,2,1,772.75
3984,Medium,High,1,6,1213.5
3985,High,Low,1,4,322.25
3986,Low,Low,2,2,704.75
3987,Medium,Medium,2,4,1072.75
3988,Low,Low,1,3,1104.5
3989,Medium,Medium,2,2,1044.75
3990,Medium,Low,2,2,932.25
3991,Medium,Medium,2,5,1252.25
3992,Medium,Medium,1,4,734.5
3993,Medium,Low,2,3,1297.75
3994,Medium,High,1,2,260.75
3995,High,High,2,4,1239.75
3996,Low,Low,3,4,847.5
3997,Medium,Medium,2,3,709.5
3998,Medium,Low,2,4,870.75
3999,Medium,Medium,2,5,249.5
4000,Medium,Low,1,3,1003.5
4001,Low,High,1,5,1103.75
4002,Medium,Low,2,4,972.75
4003,Medium,High,2,3,946.25
4004,Medium,Medium,1,5,1095.75
4005,Medium,High,1,2,776
4006,Medium,Low,2,5,1272.5
4007,Low,Low,2,4,922.5
4008,High,Medium,1,2,1082.5
4009,Low,Low,3,2,1414.5
4010,Low,High,2,4,802.75
4011,Medium,Medium,3,5,1040.75
4012,Medium,Low,2,3,1181.5
4013,High,Low,3,5,1025.75
4014,Medium,Low,2,3,647
4015,Medium,Low,2,3,945.75
4016,Medium,Medium,3,1,1210
4017,High,Low,3,2,887.75
4018,High,High,1,3,786.25
4019,Medium,Low,1,3,889.25
4020,Low,High,1,4,866.75
4021,Low,High,2,4,1504.75
4022,Low,Medium,2,4,1136.5
4023,Low,Low,3,6,1027.25
4024,Low,Low,2,4,1303
4025,Medium,Low,2,3,1095
4026,Medium,Medium,2,6,231.25
4027,Low,High,2,3,958
4028,Medium,Low,2,4,602.25
4029,High,Medium,1,3,652.5
4030,High,High,1,3,1072
4031,Medium,Medium,2,4,1147.5
4032,Medium,Medium,4,4,267
4033,High,Medium,2,4,273.5
4034,Medium,High,3,4,729
4035,Medium,High,2,3,994
4036,High,Medium,4,2,1139.75
4037,High,High,2,4,716.75
4038,Medium,High,2,2,967.5
4039,Medium,Low,2,4,1264.5
4040,Medium,Low,1,3,986.5
4041,High,Medium,2,5,953.25
4042,High,High,1,5,1267.25
4043,Low,Low,1,2,725.25
4044,Medium,Medium,2,3,1329.25
4045,Medium,Medium,3,5,1231.5
4046,High,High,3,4,1083
4047,High,High,1,4,1168.5
4048,Medium,High,1,3,1239.5
4049,High,High,4,4,885
4050,Low,Medium,3,3,1003.5
4051,High,High,4,5,620
4052,Medium,Low,2,6,1242.75
4053,High,Low,2,2,1409.5
4054,Medium,Low,4,6,1144.75
4055,Medium,Low,2,3,786.25
4056,Medium,Low,2,5,1210
4057,Medium,High,2,3,928.25
4058,Medium,Medium,2,3,746
4059,Medium,Low,2,6,1061.25
4060,Low,Low,1,4,205.25
4061,High,Low,2,5,759
4062,Medium,Medium,1,4,170.75
4063,Medium,High,2,4,1280.5
4064,Low,Medium,2,1,1163.75
4065,High,Medium,2,4,778
4066,Low,Low,2,2,1061.75
4067,Medium,Medium,1,3,1107.5
4068,Medium,Low,2,4,670.25
4069,Medium,Medium,2,2,757
4070,Low,High,2,4,1032
4071,High,Low,3,3,197.5
4072,Medium,Low,2,4,1078.5
4073,Medium,Low,2,5,1383
4074,Medium,Low,1,3,1137
4075,Medium,High,2,5,973.75
4076,Medium,Medium,1,2,1745.25
4077,Low,Low,1,5,241.75
4078,Medium,High,2,6,1270
4079,Low,High,1,3,1013
4080,Medium,High,2,5,1118
4081,High,Low,2,3,1354.75
4082,Medium,Low,1,3,999.75
4083,Medium,Medium,4,3,1217.5
4084,High,Medium,2,3,988.75
4085,Low,Low,2,4,781.5
4086,Medium,Medium,2,2,1214
4087,Medium,Low,2,5,1419
4088,Medium,Medium,2,5,1008
4089,Low,Medium,3,3,209.75
4090,Medium,High,2,3,931.5
4091,Low,Medium,1,3,670
4092,High,Medium,2,3,1364.75
4093,Medium,Medium,2,2,907.25
4094,Low,High,1,3,1292.5
4095,Low,Medium,1,2,239.25
4096,Medium,High,2,3,904.75
4097,High,Low,1,4,834.5
4098,Medium,Low,2,4,1165.5
4099,Medium,Low,1,3,1018.5
4100,High,High,3,2,1101
4101,High,Low,2,2,1219.25
4102,Medium,High,1,4,917.25
4103,Medium,Medium,2,3,609.75
4104,High,Medium,2,4,814
4105,Low,High,2,4,727
4106,Low,Low,2,3,1008.25
4107,Medium,Medium,1,2,1052.75
4108,Medium,Low,3,2,757.25
4109,Medium,Low,3,5,1309.25
4110,Low,High,2,3,1515.75
4111,Medium,Low,1,1,1053.75
4112,High,High,2,3,213
4113,Medium,Low,1,5,1003.5
4114,Medium,Low,3,4,180.5
4115,Medium,High,3,2,1053.75
4116,Medium,Low,3,3,1012.25
4117,Medium,Low,1,5,252.75
4118,High,High,2,3,1091.25
4119,Low,Low,2,4,715
4120,High,Medium,3,5,1300
4121,Medium,Medium,3,2,953.25
4122,Medium,Low,1,2,1314.5
4123,Low,High,1,3,158.75
4124,Medium,Low,2,4,831.5
4125,High,Medium,3,1,792.5
4126,Medium,Low,1,3,1001.25
4127,Medium,High,1,5,749.25
4128,High,Low,1,4,913.5
4129,Medium,Low,1,5,878
4130,Low,Medium,2,2,1505.5
4131,High,Low,2,3,746
4132,Medium,High,2,4,1094.5
4133,Medium,Low,2,4,812.75
4134,Medium,High,1,2,968
4135,Medium,Low,2,2,705.75
4136,Medium,Low,1,2,1008.75
4137,Medium,High,1,4,1002.75
4138,Medium,Low,1,6,1181
4139,Low,Low,1,3,966.5
4140,Medium,Medium,3,5,259.25
4141,Medium,High,3,4,1061.5
4142,High,Medium,2,3,1305.75
4143,Low,Low,2,4,886
4144,Medium,High,3,2,1380.25
4145,Low,High,3,6,1092.75
4146,High,Low,2,4,1634.25
4147,High,Low,1,3,1147.5
4148,Medium,High,1,3,173
4149,Medium,High,2,3,900
4150,Low,High,3,4,1307.75
4151,Low,Medium,1,3,133.5
4152,Medium,Medium,1,3,965.5
4153,Medium,Low,3,3,1191.75
4154,Low,High,1,5,236.25
4155,Low,Medium,2,3,1187
4156,Medium,Low,1,3,587.75
4157,Low,Medium,2,4,743.25
4158,Low,Low,3,6,968.75
4159,Low,Low,3,3,860.5
4160,High,High,1,2,1315.75
4161,Medium,Medium,2,5,1126.5
4162,Low,Low,1,6,978
4163,Medium,High,1,4,1071.25
4164,Medium,High,2,3,743.75
4165,High,Medium,2,3,1126.75
4166,Medium,High,1,4,217.25
4167,Low,Low,2,6,783
4168,Low,High,2,5,1005.25
4169,Low,Medium,1,2,878
4170,Medium,High,1,3,1062
4171,Medium,Low,1,3,1171.5
4172,Low,Medium,1,3,79.5
4173,Medium,High,2,4,1200.75
4174,High,Low,2,3,681.25
4175,Low,Low,3,2,929.75
4176,Low,High,1,4,829.25
4177,Medium,Medium,1,4,1019.75
4178,Medium,Low,2,5,141.25
4179,High,Medium,2,3,959.5
4180,Medium,Medium,2,2,229.5
4181,High,High,2,5,814
4182,High,High,2,3,1081.25
4183,High,Medium,2,3,1466.5
4184,Medium,High,2,5,1044.75
4185,Low,High,2,3,1218
4186,High,Low,2,1,961.5
4187,Low,Low,2,3,1145.25
4188,High,High,2,5,1256.5
4189,Low,Medium,1,3,1126.25
4190,Low,Medium,2,4,332.5
4191,Medium,Low,3,2,1092.5
4192,Medium,Low,3,4,1085.75
4193,High,Low,3,5,1339.25
4194,Low,Low,3,2,1015.5
4195,Low,Medium,2,4,895
4196,Low,Medium,2,4,924.25
4197,High,Medium,3,3,1151.25
4198,High,Medium,1,3,1381.5
4199,High,Low,2,3,1251.5
4200,High,Medium,3,3,1168.25
4201,High,Medium,2,3,1000.5
4202,Medium,Low,1,4,854.25
4203,Medium,Medium,2,4,283.5
4204,High,High,2,3,966.5
4205,Medium,High,2,3,719.5
4206,Medium,High,1,4,1208.25
4207,Medium,High,1,2,828.75
4208,Medium,High,2,4,250
4209,Low,Medium,1,4,1053.5
4210,Medium,Low,3,3,230.25
4211,Medium,High,2,3,1266.5
4212,Medium,High,1,3,1067.75
4213,High,High,1,2,1472.25
4214,Medium,Medium,2,4,231.25
4215,Medium,Low,1,2,128.25
4216,Medium,High,1,3,1068.25
4217,High,High,1,3,1014.75
4218,Medium,Medium,1,4,969
4219,Low,Medium,2,3,1016.75
4220,High,Medium,1,5,1222.5
4221,Medium,High,1,3,268.25
4222,Medium,Low,1,3,298.5
4223,Medium,Medium,1,4,1048.25
4224,High,Medium,2,3,1063.5
4225,High,Low,3,4,75.75
4226,High,Low,1,4,678.75
4227,Low,Low,2,3,1112.5
4228,Medium,Low,1,4,1350.5
4229,Medium,Medium,1,4,863.75
4230,Medium,Medium,1,4,981.25
4231,Low,Medium,4,4,638
4232,Low,Medium,3,4,1014
4233,Medium,Low,2,3,1371.75
4234,Medium,Medium,1,4,1099.25
4235,High,Medium,1,3,1257.25
4236,Medium,Low,3,5,292.5
4237,Medium,Medium,1,4,1026
4238,Low,Medium,1,3,618
4239,Medium,Low,3,3,1506.75
4240,Low,Medium,2,5,1140.5
4241,High,Low,2,6,1675.25
4242,High,High,2,3,1107.5
4243,Low,High,1,3,1043
4244,Low,Medium,2,4,1011.25
4245,Low,Medium,1,5,754.5
4246,High,High,2,3,1224.5
4247,Medium,Low,1,4,643.25
4248,Medium,High,1,3,729.25
4249,High,Low,2,3,361.5
4250,High,Low,2,3,1153.75
4251,High,High,2,4,283.75
4252,Low,Low,1,5,945.25
4253,Medium,High,1,6,1252
4254,High,Low,1,4,996.5
4255,High,High,2,4,813.25
4256,Medium,Low,2,3,1091.75
4257,High,High,2,5,709.25
4258,Medium,Low,1,5,743.25
4259,Low,Low,3,3,274.25
4260,Medium,High,1,5,1017
4261,Low,Medium,2,3,322.5
4262,High,Medium,2,4,269.5
4263,Medium,Medium,1,2,1005.75
4264,High,Medium,1,3,232
4265,Low,Medium,3,5,756.5
4266,High,Low,1,3,208.25
4267,Medium,Medium,1,2,1013
4268,High,Low,3,3,832.5
4269,High,High,1,3,1070.5
4270,Medium,Medium,2,4,990
4271,Medium,Low,2,3,997.25
4272,Medium,Low,1,4,1026.5
4273,Medium,Medium,1,5,1049
4274,Low,Low,3,5,1369.5
4275,Low,High,2,5,738.25
4276,High,Low,2,4,1139.5
4277,Low,Low,1,2,1042.25
4278,Low,Low,2,4,1167.75
4279,High,Low,1,5,944.25
4280,High,Low,2,5,1150.25
4281,Low,Low,3,5,271.25
4282,Medium,Medium,1,3,1094.75
4283,Medium,Low,2,4,727.75
4284,Low,High,2,2,153.5
4285,High,Medium,2,3,1031.75
4286,High,Low,1,4,1647.25
4287,Medium,Medium,1,5,700
4288,Medium,High,1,5,863.75
4289,Medium,Medium,2,4,996.5
4290,High,High,2,3,1020.5
4291,Medium,Medium,1,3,1188
4292,High,Low,2,5,764.5
4293,High,High,4,5,1007
4294,Low,Low,3,4,189.25
4295,Medium,Low,3,4,984.25
4296,Medium,Low,2,4,956.25
4297,Medium,High,1,4,772.25
4298,High,High,2,5,1834.5
4299,Medium,High,4,5,1337.5
4300,High,Medium,1,3,980.5
4301,Low,High,2,3,1092
4302,High,High,3,5,1365.75
4303,Medium,Low,2,3,1141
4304,Medium,High,2,3,1048.5
4305,Medium,High,3,4,890
4306,High,High,2,5,1016.5
4307,Low,Low,3,2,97.5
4308,Medium,Low,1,2,1003.75
4309,Medium,Medium,3,5,973.5
4310,Low,Low,2,4,910.75
4311,Low,High,2,2,704.25
4312,Medium,Low,1,2,1283.25
4313,High,High,3,3,1024
4314,Low,Medium,2,3,1083.5
4315,Low,High,2,4,985
4316,Low,Medium,3,3,588.25
4317,Low,Medium,2,2,1112
4318,Medium,Low,3,4,1066
4319,High,High,3,3,1189
4320,High,High,2,3,1143.25
4321,Low,High,2,5,1203
4322,Low,Medium,2,3,1270.25
4323,Medium,Low,1,4,1063
4324,Medium,Medium,1,5,689
4325,High,High,2,4,869.75
4326,Medium,High,3,3,917.25
4327,High,Medium,1,3,1084.25
4328,Low,High,1,3,1342.25
4329,Medium,Low,2,4,250.5
4330,Medium,Low,3,3,1117
4331,Low,Low,1,3,1078.5
4332,Medium,Low,3,5,279.5
4333,Medium,High,2,3,977.5
4334,Medium,Low,1,2,995.75
4335,High,Medium,2,5,1015.5
4336,Medium,Medium,1,4,1200.5
4337,Medium,High,2,2,838.5
4338,Low,Low,3,3,1102
4339,Medium,Low,3,6,273.75
4340,Medium,Low,2,5,79
4341,Low,High,2,4,1172.25
4342,Medium,Medium,1,4,793.75
4343,Medium,High,1,4,1336.25
4344,Low,High,3,4,174
4345,Low,High,2,3,659
4346,Medium,High,2,5,1238.75
4347,High,Low,1,3,731
4348,High,Low,3,2,1136.25
4349,High,High,1,4,1167.5
4350,High,Low,2,3,1118
4351,High,High,1,3,1184.5
4352,High,Low,2,6,1185.25
4353,Medium,Low,4,6,1090.5
4354,High,High,1,3,1161.75
4355,Medium,High,3,3,992
4356,Medium,Medium,2,5,998
4357,High,Medium,3,3,768.5
4358,Low,Medium,1,4,844.75
4359,Medium,High,1,5,1026.75
4360,Medium,Low,3,2,1007.75
4361,High,Low,2,5,642.5
4362,High,Low,2,4,1137.25
4363,High,Medium,3,2,1186.75
4364,Low,Low,1,3,317.5
4365,Low,Medium,3,4,958.75
4366,High,Low,2,4,1004
4367,Medium,Low,1,6,1001.25
4368,High,Medium,3,3,799.25
4369,High,Medium,2,4,1068.25
4370,High,High,1,3,297.75
4371,High,High,3,1,1173.25
4372,Medium,Medium,2,4,194
4373,Medium,Medium,3,3,865.75
4374,Low,Low,2,4,1079.75
4375,High,High,1,2,736
4376,Medium,High,2,3,1062
4377,Medium,Medium,1,4,1060
4378,Medium,High,2,4,810
4379,Medium,Medium,3,4,706.5
4380,Medium,High,4,3,1174.5
4381,Medium,High,1,4,1019.25
4382,High,Medium,1,5,1269.75
4383,Medium,Low,3,2,743.25
4384,Medium,Low,2,3,1040.25
4385,Medium,High,2,3,912
4386,High,Medium,3,4,1005.5
4387,High,Medium,1,3,1132
4388,Medium,Low,1,3,1200.5
4389,Medium,High,2,4,702
4390,Medium,High,1,2,1279
4391,Medium,High,3,1,1228.25
4392,High,Low,3,4,288
4393,High,High,3,5,972
4394,Low,Medium,2,5,1087.75
4395,Medium,Medium,2,3,747
4396,Low,High,1,5,970.5
4397,Medium,Low,2,5,1020.75
4398,High,High,2,5,887.5
4399,Medium,High,2,5,959
4400,Low,Low,3,5,1054.75
4401,Medium,High,2,5,824.5
4402,Medium,High,2,5,945
4403,Medium,High,2,2,789
4404,Medium,High,2,4,915.5
4405,High,Low,1,5,687.5
4406,Medium,High,2,3,662.25
4407,Low,Low,3,4,1207.25
4408,Medium,Low,3,2,1022.5
4409,Medium,High,3,4,1232.75
4410,Medium,Low,2,5,731.25
4411,Low,Low,1,4,1307.5
4412,Medium,Low,2,2,622.75
4413,High,Low,1,4,1010.75
4414,Medium,Medium,1,2,963.75
4415,Medium,Low,2,3,1209.5
4416,Medium,High,3,5,882.5
4417,High,High,2,5,1261
4418,Low,High,1,2,155
4419,Medium,High,2,2,1175.25
4420,Low,Medium,2,3,975
4421,Low,Medium,2,4,1017.5
4422,Medium,Low,2,1,162.75
4423,Low,High,2,4,157.75
4424,Medium,Low,2,4,873.25
4425,Medium,High,1,3,1118
4426,Low,Low,3,2,960.75
4427,High,Low,2,2,1002.25
4428,Medium,High,2,4,281.25
4429,Medium,Low,2,4,1071.75
4430,Low,Low,2,5,699.25
4431,Low,High,2,5,873.25
4432,Medium,High,3,3,1300.5
4433,Medium,High,2,3,981.5
4434,Medium,Medium,2,5,1121
4435,Medium,Medium,3,1,818.75
4436,Medium,High,2,4,354.75
4437,Medium,High,3,4,295
4438,High,Low,2,2,175.75
4439,High,High,1,2,1172.5
4440,Medium,Medium,2,2,846.25
4441,Low,High,2,5,1838.5
4442,Medium,Low,3,4,1161.75
4443,Medium,High,3,3,1304.25
4444,Medium,High,1,2,1265.5
4445,Medium,Low,2,4,823.5
4446,Medium,High,2,5,146
4447,High,Low,2,3,1382
4448,Medium,High,2,6,127.75
4449,High,High,1,3,791.25
4450,Medium,Medium,1,4,1199.5
4451,Medium,High,2,4,1088
4452,High,Medium,2,5,705.75
4453,Medium,High,2,5,1254.5
4454,High,Medium,1,4,119
4455,High,Low,2,4,1324.25
4456,High,High,2,3,974.5
4457,High,High,1,2,964.75
4458,High,Medium,4,3,1015
4459,Medium,Medium,4,3,696.5
4460,Medium,Medium,1,4,1261.25
4461,Medium,Low,2,4,744.75
4462,Low,Low,2,4,1357.75
4463,High,Low,2,3,952.75
4464,High,Low,1,3,1052.5
4465,Low,Low,1,4,628.75
4466,High,Medium,2,3,1101.75
4467,High,High,2,3,787.5
4468,Medium,Low,1,5,1174
4469,Low,High,2,4,1153.5
4470,Medium,High,4,4,1024
4471,Low,High,1,4,1367.5
4472,Medium,Low,1,3,677
4473,Medium,Medium,1,2,940.5
4474,High,Low,3,2,230
4475,Medium,Low,2,2,921
4476,Medium,Medium,3,4,1216.5
4477,Low,Low,3,5,1057
4478,Medium,Medium,1,2,1039.5
4479,High,Low,2,5,882.5
4480,Low,Low,1,3,1039.5
4481,Medium,High,2,5,1271
4482,Medium,Low,1,3,287.75
4483,Low,Low,2,5,970.75
4484,Medium,Low,3,6,196.25
4485,High,High,2,4,959.5
4486,Low,High,2,4,751.75
4487,High,High,2,5,765.5
4488,High,High,1,3,958.25
4489,Low,Low,2,2,1135.5
4490,Low,Low,2,4,169.5
4491,Medium,Medium,3,4,810.5
4492,Medium,Low,1,5,129.5
4493,Medium,High,2,3,1030.75
4494,Medium,High,2,2,778.25
4495,Medium,High,2,3,832.75
4496,Medium,High,2,5,1113.25
4497,Medium,High,1,2,906.5
4498,Low,High,1,3,1256.5
4499,Medium,Low,3,2,1187.75
4500,Medium,Medium,1,4,730.75
4501,Low,Low,1,3,652.5
4502,High,Medium,1,5,1127
4503,High,High,1,5,1139
4504,High,Low,1,3,1283.25
4505,Medium,Low,2,3,1044.75
4506,Low,High,3,4,1073.75
4507,Medium,Low,3,3,1041.5
4508,Medium,Medium,2,3,972.75
4509,Medium,Low,2,2,1041.5
4510,Low,Low,1,4,1066.75
4511,Medium,Medium,2,4,1130.25
4512,Medium,Medium,1,5,1165.75
4513,Medium,High,1,4,210
4514,Medium,High,2,4,772
4515,Low,Medium,2,4,838.25
4516,Medium,Low,2,4,1083.5
4517,Low,Medium,1,3,1047
4518,Low,Low,2,3,1199.75
4519,Low,High,1,3,854.25
4520,High,High,2,3,905.5
4521,Medium,High,2,5,104.5
4522,High,High,2,2,1642.5
4523,High,Low,3,3,340.75
4524,Medium,Medium,3,4,926.75
4525,Medium,Low,2,5,187
4526,High,Low,2,4,1099.75
4527,Medium,Medium,2,2,928
4528,Medium,High,1,4,1832.25
4529,Medium,Medium,1,3,969.25
4530,Medium,Medium,2,6,943.5
4531,Low,High,3,3,1080.75
4532,High,Low,3,4,769
4533,Medium,Medium,3,3,1348.75
4534,Medium,High,1,4,1164.25
4535,Medium,Low,1,4,935
4536,High,Medium,2,4,1458.25
